Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"odOobxU+vhAMUZqj+gDWrTuJodGNSjLqYRpOPnc","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","DQNfUpaTVpJVT/EfytyPPFMxsTZphAyNwpjjZLZ","qV/pTkVvWYSYUEgVIEawcqpStcRlrcQCtoAyzdi"
"RRjZVCDQpBby/eOHgQVXTa/kDSWconFkjxrTfsK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5404","vbyUWHiuYAeQRzUWUqoSNgqfXVyHRVulPHfVkrX","VdmuRTgmJdPKTGHdJGERqgWyZRyRYzdiuAWfYnT"
"nqrqCl+IHkyjAOzYvaQhhmVUorJVrHLKJTcfxJY",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","krXbJRW/vW/nD+GSFIxZbUSVjdeRX+hSTCYVVWl","O+RWZTZQVmlDEir+YbkWhOVXOD/dKXbWvWSPTzh"
"LhWLsBWoGgSTqgTrbnkVz+XuXWTLMBOXUIwMXjb","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","WSAwNxKzlJXoQnqrVwllOSCGGJJNmvVjmrcXjCj","WvWbNOdSFZVwpcjWSkUDNEEfAXlynjXxogMrPZ+"
"YaxJjuRcIRYhEggHLdTSVuKSTUqSdWXHCTbUKqy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","o+rHjZaKDWSbNvKJVnRXDulucPQhlCCiZUolUpX","WvWbNOdSFZVwpcjWSkUDNEEfAXlynjXxogMrPZ+"
"rdVbOymdhWNTZrSF/vEJSTvRr/BhYRuHYRQVuPi","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","sou+UlhxYUZrxZscRYTKjJUybdNpozoUrfOto+I","WvWbNOdSFZVwpcjWSkUDNEEfAXlynjXxogMrPZ+"
"rQGVcSpEVuNRPjfZwZNhVZQS/xEXtKZXjmalPZC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","UUmFMlDIlKeIvPLC+VTauFYKbZSQ+qDZYdhLRMU","WvWbNOdSFZVwpcjWSkUDNEEfAXlynjXxogMrPZ+"
"VitsodRXTNOcunxTsZatYBr/XAsu/gcfbckZzac","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","FavYXJsTWQXGZYZfqeeuIh+pTRoGVqbSMSvMLpA","WvWbNOdSFZVwpcjWSkUDNEEfAXlynjXxogMrPZ+"
"UsxGRTiBEMWVTOaMPERYCVQWZXNQQlBPxdrCAls","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","nKkb+iDbfLtZAWZIbggBPjDzHdUWkAlvsuzFTTQ","XkU/C+HOUcEPiXKlEmCzefoUTpUWYzb/UlQwdVR"
"SqfjvRTJWSjcjxUtAqQVU+WGwZzFMZhZblQgdKb",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","TLeKZHarUZECcPxRTRUwbwUXuEvHhnoYCkJoNTj","YANZgzYRMKwuKzylJtBqTLzEVCTVIFzIxuGjRLf"
"qIBwQSYY/NcQ/TLbWAbWHblANrVH+hUJaWjHPMD",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","TQswblGhUHewhLSmqQothygRuJrjIlQs+VBezmJ","YANZgzYRMKwuKzylJtBqTLzEVCTVIFzIxuGjRLf"
"PwW/wMyyTokeDXZqICJXvtVTUURHmUUhQCmChUt","HAUS",2020-01-24T00:00:00,2022-09-13T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1704","zzLYsUCSUYFDuZyUVsJJYYu/jAZpimZSS/XOxpB","RTgEzKnWzriZHHeIzsNaPVlKZmuvR+EvXqYxRVL"
"s+AxsgXWmjaCEXjaMDYvg/uxzTXSvQAifSogXQZ","HAUS",2020-01-24T00:00:00,2020-10-06T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5405","/+qf/Ccylwdd/AiZLUgZXYbYHcMXyi/xcNo+Man","KWjyykGyvQDUDTGBcmo+VLOPSzVnTjcWSICeyIY"
"qQ+xKJWeHQTDMtkoQSJTNuYTagYKaavfzVlcPBO","HAUS",2020-01-24T00:00:00,2022-09-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","ZNlW+kRUiLz+eXcQQzDAAKSFAXQTlOlRaS+oNTK","tYQitEGQyygyZvSxWTxxVTcSSDrwSXnEpxtZxdg"
"naDTbU/OZD+RUYNRRXQYXZkG+zRo+qqHaXJb+TF","HAUS",2020-01-24T00:00:00,2025-01-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6103","KzjERLgHifcdiujcu+zmNdQlPnyizY+FRiSCvql","HVrNeZLwBpQvawVADZTmxWwLlJsdiHUeWCgjSYf"
"DRr+fbizUZrpb+UzSlNVjyeMTFIv+yCVUeQfRiZ","HAUS",2024-10-14T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5014","bjRwVUTJC+ZTQ+rzV/nqSuCAPjPCWpLQucLQQVU","pTenKUTTaRAEb/eRHIxUBBQ+kYZzpocQQUIVqCy"
"sBAewkTAn+ZBYulLYpR/SEsPnWQAkBtWQSmGLtW","HAUS",2020-01-24T00:00:00,2025-03-21T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A5017","Tqzk+nuQRSTXR/AuaQiiUDrVqlZxlsMtDGoTujx","NUVZIBZyzBsTXAVegOwXiZMvzVRGIZDmZawISuM"
"ZlHNDqYkVOSshQQTYLCUpNTiFzuYUYRVBTgZCRg","HAUS",2020-01-24T00:00:00,2024-11-22T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","cWRJFJRrCkvtkXZlodnnDMDUGsHLDHnkoXcANV+","uoD/FihPQZaUUCleQYttIOwBReYWDUwOVZFgFCF"
"tfJpRoOjlhhQYA+MWQTfmXHhwRPCaJX+jIUTTsZ","WAEP",2020-01-24T00:00:00,2025-01-14T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","ixviVhQaHXUVRXoRTzZJUjIyIpWZPYTnwHAUqsY","WloWPorQFUkUZDdkW+YJzSihrkCrUepgI/VxUTl"
"nbSiswZqoWeCXRDgZMqSt/ThVlzNyKVzYeNFVLi","GEWE",2020-08-27T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A6104","XuRTeJkSRQDUuSWefQQYTeYRETHYRVkRBWjOTZI","yasZYVZz+gtdbR/qWAGDxSdVzdRIlufZzMHpOJW"
"kqQY/ClyKuqTQCqJzmnY+VmuJZklQYcLenRzf/x","HAUS",2020-01-24T00:00:00,2021-10-21T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","gAPCyVUIV/wMgkGxHGSQHQQfalVdThVzOaRdVNn","ZeMxGIDhmIGfUXGYwcjAiRdMRzdFKRJtYYmTNDR"
"tOuxDRZjCREBjxbGggumXRlnstEaRUSOfaSIJvQ","HAUS",2020-01-24T00:00:00,2024-11-05T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A4011","ErSkLsTLwUzdUQHyDVT+QzvXOiRYawYiIfUEgY+","ieVkWWSZQ/gZQSqoSpZOVYzXTzYiNwJNpRTgQD/"
"VnAmYOpxNhUAxSAWDftSRaWwwVdmlYaYkzpHZXm","HAUS",2022-05-12T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5404","VSjenDgfcZRTaucRpXpBVAizVsGnBMRIPKcHQKj","SVyrDxXhZSeRWYQharjpuplbIVQExYauMVNrWCt"
"SGzWVFKiRN+hynrVYshivJMmmbXUqCoZQ/jTnYv","GEWE",2020-01-24T00:00:00,2025-08-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 539","Sonst. Einzelhandel, Reparatur von Gebra","J09A1701","XYMxpYSIweagSAmhsbLXIh/CQWboSXRfKjNszUX","Jtt+MAHhKSVfmvtYDYtcUAysQMdDKZTZZurgviY"
"ZqFqzq/QeXxQgwmoHVrbRsndfkwZSZgiXauzQXW","HAUS",2020-01-24T00:00:00,2024-03-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6103","usW+TzUmvwWqfttuXuzZXBIEYUWaEsqZMYdpaLU","WOvhqszlDH+bPQbiVU/uNvFcsDinQimzDIG+JTL"
"USRSNQmLJq/ZcCOZHutaangBvWYIzJNYAhuyIdY","HAUS",2020-01-24T00:00:00,2022-02-10T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6104","f/OgQfFWlFLM+NGSdsGLfuYmqYeGWmpJRZHRSG+","RlXbuPEnxsLmRDXXhTVOdazN/GVClImUjhSexjF"
"VQ/eNwKoRFwQKNkQwgOtWKQFiOasiSCaiPAEMAi","WAEP",2022-12-23T00:00:00,2025-08-18T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A4011","'+xEYIUihzWRcpZWTlMiqKSOgX/zJWYbOPdxqfno","zKmVG+uSAxZuyMmlWsDSRREVnCFXBfUPNLvz+XU"
"KUwSIfXWRmQQPZzqbZXNBsZgRGqLTHSMqpWC+kq",,2020-01-24T00:00:00,2022-10-05T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA","Private Haushalte","J09A4011","XasnIEenokFNwiyjJDVrXjbut/hXOoXMaTORqgB","XYBFXWtXpJJYocCVFlhxQbYSD/rGrXjOZBUNNKv"
"gTfW/TcWcroithKx/MzH/yZQvFRtbLNpjbyJWQx","GEWE",2021-06-18T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1701","VMUcgQTOcOArLomaWzIBnXSWR/CaoVPlumCsSdO","CQoEKKTJwByvNPWHXSVoVTxXYVLFIVNMTTHrkVl"
"eYpmsQGtINzjaFAhPApVxLAxTiUOCaqRFxFINgX","HAUS",2022-03-14T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A5017","UQRjNCNJwZCWXvVHtjTSOgLaHSgEkjPvDJDRrZz","w/VrZuMVWZjSmjRQhBRkjUqSSCpTkTKmsGQoqfK"
"bcUWwUUebheBurzBbTYQCdDXSCvzJSYGhsExTYL","HAUS",2022-03-14T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A5017","KHujnxyVoivWwWtff+RrMEHIiZfjwvIKXANWeYX","w/VrZuMVWZjSmjRQhBRkjUqSSCpTkTKmsGQoqfK"
"/QMYhZLfWQYSCjkqCsULRTQSXcfXYZLtmyRPZYS","HAUS",2022-03-14T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A5017","hbzpCgkrSJYU+fPN+dhQNRzWTqZjtfChaEQDIEb","w/VrZuMVWZjSmjRQhBRkjUqSSCpTkTKmsGQoqfK"
"QdWXWN//rRdnKaRcXPfUuviYTgPuutRWVWJJVII","ALLG",2022-03-14T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09A5017","Cwh/GeQCSAoAuZkoXFDWCTVKVZwZRsnCEcIQbXX","w/VrZuMVWZjSmjRQhBRkjUqSSCpTkTKmsGQoqfK"
"TYRgQLUdSXWzRjmC+XQRSZxLSFrHfeJnFOCyOYl","HAUS",2020-01-24T00:00:00,2020-07-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6104","NbZcrsAaAtbDouYj+pPFUznCWqtREwYfKZhzYIy","sLWxQZhgUZVVO/YQauXEZJuYZE/UEFXXcY/YHXM"
"qxWWPYBNY+bshzYgtvZn+yaDUjcRxbxzA/wGDqq","HAUS",2020-01-24T00:00:00,2021-05-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","qYzdWwscRNrJukxThQrxxknPPqsSROCPGaTjBlU","GvTOOUnZ+QIdTEUUSVpgLGOQeXEeWYbFPgQQuxG"
"iGVZhDncXKiVl/UKlgaY+UgqMpTiVkqERegBz+F","HAUS",2020-01-24T00:00:00,2021-10-13T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1704","bwCMwQCjVQTZsKKHuQjOlvXueQGBnCoLasFhcCf","BywlLiRUiaUDVWVybXRSUBAFGGpWsLdRZbQbgYI"
"R/zpSE/FItQAgERyrFQWCkXVXV/qZZfZclrILMs",,2020-01-24T00:00:00,2025-11-17T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","ZKFXlSXcDZlRQMXPWdMjWxvXVlFMyAYXJdeKo/w","WnJ/jZUigXyvTNUXXQjYXzfQEVXNRsWGKvYToJM"
"dFNwZYGBWXHQrPjtJlYgpOFeqbWfSt+FpRUTQWG",,2020-01-24T00:00:00,2025-11-17T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","TFWtnsVXhkgZgmXexWHhV+XXQOYJYTNMXbleVpi","lHPgTqcCOjDShBUdTwoJTBNKWCxsauzzxVYgvcV"
"lLMpJdCWirgDsWCvdHQOUbMTD+vYGOhO/JRFhCD","1114",2020-01-24T00:00:00,2025-10-31T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5012","FINmx++gGkdFXGZFwjFOapxCsQrNraGRZSFiMTV","OUVMYULXLbLEpNbRqLOeEcbOwjTeSwLYFABsUlf"
"YuWcUb+SRROZUBZlAqrhAKYSSZXQahTAlrTPnWx","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","YrUwVSXRzWXiX+KmSGsWRYAUJrPQTPLHXrZgSzS","WQWobHdlRJiOSIdYmZDjUZBGdQp+viZIQBUOwjM"
"qFoSENlnYaVDVROLuRBRiLyUPnaPSgFCIeGWwQK","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1704","dwFtETiXTBT+TWWscMcijZtoAxRPtTyYVfUqXTR","BywlLiRUiaUDVWVybXRSUBAFGGpWsLdRZbQbgYI"
"eTQSNbdTFbk/OSOkKvZWwEdHnyVedSnizkA/bty","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1701","DImwZNCrpT/sWSFCSkcAebR/SRJJL/fKnymzsFr","/iNgZZOJBJIhAYG+euKaRegUseBkhZHSsNtOIQe"
"QYFIpCGjGAmDcYMA/LZMybXOQXTMOyWoYfwVKpF","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","dzgcWsXxyyKeghEqtBGcdeizgTxvUQqkSIZTQSl","oYUgQRDySfWXV+QeruKQBPmOSCQZug+JGo/TZZV"
"WiYYLQeldAwKsGLtfnObUPZRNGTPXsqTESRVLji","NORM",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","NNA 865","Heime (ohne Großküchen)","J09A1701","AdRmMoyuwkDetJBwjmwICirse+fZXARfIYWRgDi","smXlopTSsZWhnkBUxqEGLqaSSqVTIYqZxUyf+sm"
"UAqY+gNVSWQbQcQSgvNYJXSBZfTTTjQSmUyiZZb","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5011","D/QodwTQR+ResHiBkQJ+VxRpZBrUnUifcDDabpi","UxgDGZfTYUSDuLUvnzS+mBSWPlzYAxrYItGpXab"
"EdSRDyV/+DSFOKNGHrTPSGBr/FQCBFBPmqUPRXM","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5017","lPsQprWUTDfgrjZjwfcPAoaVRDkHQTwMLwPxMHA","ibzlTMCeO+yElTDFmn+zsUE/TmaFTkSrSxZNULY"
"rjCQFTRxyTI+cfbZmvzdgCSRmEqvZURkRwGOQNR","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5011","LKrINFHYdwHKfYxLuXTTAEclTUITOZU+RDAKJSd","UxgDGZfTYUSDuLUvnzS+mBSWPlzYAxrYItGpXab"
"UTVQPXYriABBAhohQK+XNrtEhmLyKqHahiFGUTR","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","OEJQuuZhwM/YoRLNdoVgryVvyrI+hkMe+RtwUfD","LlUVlKGfrWNeRaOWEnEQooSCIAaJsPTkxcxTQAL"
"MVvIzTBezgQkgYRKKwcAVDqPRcBCZfivEMu+YMS","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","SUWUUVjPgBJGjyshVCrWIXTyp+QxafCSdznFqEL","WRlHzJzYStjYTTRLcTuzUYalzziqTLHaNAKNuDZ"
"YxYVbYhMtZVSXVSZZVLItBogHdu/FRMS/XbQKcQ","HAUS",2020-01-24T00:00:00,2025-10-31T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","vouykXtKTBuHZHSlLm/JSQBrxTVNSTnYvMCInPN","kZCYmKPAYSWUAXjVXYYEQUQQpal+GalVmy/ffYk"
"jzHD+F+CTpsePXSJVkgQdLwQnOD+fzrzSJyVsIo","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5406","KGkYSVyutVsskbpkfpXXw/RrVaQVSnWoTTJRdAm","UwKfzYrARZjQQbkVYPQSRPRCNijBkgckfQSVKpY"
"lVJqoHXIredSSkyiHSiGyXIXpIzWYTUvVdPigkK","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","htlVeQUcu/TXpjvcZqbzQHVTquMnYKvbEqREZPs","ASg+afSorSroJXVBge/IYWymyAQqSbtpMXWkhme"
"tflWfJX/XRpTZoTYeAuRGMgNOCpotPInqeFfTVt","HAUS",2020-01-24T00:00:00,2022-12-01T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","iYRnoYCnFxZXrrTQFVFDEGAFhbBsKAvTgEXXflj","ZZ+LFKlxs/WjkOXbzQPWbFZyMSrgbpHqYmShPGz"
"mEDEJXifNQTB/mX/jWnmAiUJTWDceDYRCHQTsFw","HAUS",2020-01-24T00:00:00,2022-10-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5017","KRFMwsWEtmQVWUuZUKHoTGkgALZQQmcDZvSWWLp","AJwVXHNEVRPS+FaTYOshyAZQEqWXBfCEVJtbQSZ"
"DBTjA/YSgWNyhBwDVOZRBjLnCTZ+tOiRazYWFjG","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","qlTguakRVTLkYHnvk/Jf/eERsrsTnpfVmEYDuGV","fqCXoRHXjpNkWxQNLiiaFiQwzDMLDbYuXXbLVHe"
"gDg/XKUlQhnACHKVgmhL/sYWnJpTraSjVPwKZOX","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","/MlqESWYPlmQUVQPrrxMUgVXScEuQrRyTuEkDSR","bTWJEUTAvFvmgSqCtFXjlJWa/eizpMNgXLOnFjX"
"WJx+euSzVS/d/vynJplWquqDtzFyebNSMXGgzmY","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","AtctR+iFDiNcxbYXTqxhZMovjBXkatVtbXTmJYB","WQWobHdlRJiOSIdYmZDjUZBGdQp+viZIQBUOwjM"
"UzrhWeafZRTauXpMXqWBvaTVtZkMERkYbjyxTlu","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","KEfAxYFkGcvEVLXGiQSdIppaEMjXelYYaykUXYW","aGZiEnoJRlkOrGUWuQggOKVKhPgwCZSbZd/Fvw+"
"YGCNuVXVxASQYZLYzTyTYXZzGPnKbvgMiChcGLy","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5402","qpNLaZSwTSSPiWU/QY/n/Vin/uLlLQZCSgVxTy/","ZqSb+a/peWwbJgUSYYeDBhMLCPnTXStUmAZlJus"
"Ww+OZCRjdzTlAToQxWobZjkWZBeTLnXnioobmZK","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","PEh+lbcUjQwlBHBsWKERZCytCBUbeCfYSdgAVaW","hzQAjFMAqAPoAPgjVhzvIsxqSslRXUUxpyUNGcl"
