Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"YLPbsrEAVH/YZ/lw+YOTqJUns/QQTTZGYciPVjn",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","/daozUAUnVlzXgQnWfJUTsjsnhYFQTmsMoYkSkj","TlcquxQToOXwWMYbSZVgdoAEjdnBXKZBRCcaiRL"
"em+SGFLeTvmDTqnyDkWTXwFXbWTYXAADWoncqOo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5471","udevAqYfQPRXzkQVpvkNlBfVXnTZalFSOAXlprz","zNDKlciMZuxmM+VpBeuSDQW+gkSG/pNgCWjTUZQ"
"LoQrXs+erNSuCCQBNHuBuSshP/ubIxUQajUBpjr","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","SiTiRWFVpLUwBiQcRQGAGHUSW/exegAHAOMgVMF","TdQTuybFqhZXcpFOUTbTX/RVWZV/UKPKj//hdQP"
"ZEQtQGloZxSiTLUejozHBvaUuXXdhdSMcJQqYvg",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","zGGJgYtuhQEfeNCDbeFUUEhtpnhBuPbWZBMEIfV","xHUZalJZkWIXgYDpDEyJQFIUkRVNb/ESIFRYrpW"
"SYGVBIPEDUEKhxVYyWewMiGWKrrVViLOUVUjXYL","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","WRiItGXJQvpUWWyVNTPStgSOhjLpToIOTmRajXI","CJfPAQXTqxDOR/HBfhdXAr/lTXiKQclZPVPeGNf"
"WsTUkjVxnWRQQjfN/YDTHjPtZGnrbQWydOKzZzZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","eoTASRnVRsmxkSURpJRERYnVeUEY/GTh/XgAJZQ","TdRxAtnIYKLZRz/MYIIVorMG+vsIPSVzmzuyngY"
"PPUgLJAPJOwmcjOLWbhbWQQRjRZVrvZiTdZ+KUV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","wHnwNXKSgRFGOTZxBQifXoVZKWpYmkTlFIGVeWS","XbBmkWoElXeBDUTBiJZbvNnXojDbjFdSfyALnKB"
"RqmuOTfeMQvJVPyILVHbWA+RZus+LN+eWkybpRU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","HPDTYUsSzHIzJVePPU/MgNRqkmn/mjlKZaVUPKg","/XbxUcCysSjSZOJVhXz+G/TYxXRVImwpqvGBFcx"
"tZmnzqzrHWpcefcGiBNIJgCrYZSptQcwSDIPVOj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 959","Werksangehörige","J09D3301","HozZJWjTUPcRLu/SN/xNRIEZliJdMVrRYQ/XJpc","nbYPHLVvVGYRcvcEqXF/yFEOYnRPeJVSKOaFoKH"
"/lhVSOFdyGN/spOJTcTQJNWsXRrWUSg+ThwxvTR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09D3301","VtHYVTZYWwWQhMLJtyQdZfgOPzTmaHcJFZiaPPb","eyDTXCpKg/sMIVswBSXgfOteRMtswrlNg/dBas+"
"dhUTvP+Yfnuoi+wkfWCpwDWfQhnQHUSrORRSYzb","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","oJnfhJrYZndlWaheUgQwPKInVEvYZvQYrQTYjT/","YTfykGG/xQ+LtcITQySPYTmhzSUUFQMLTEJSywd"
"zBNPw+LAUEPjn/Q/pDTWSw/XssSxhhKiasbdxEy",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","NjlzAGTVlEA+XtCrJq/jlkN+diDheIYaNgBxdGF","eYRqNCYTYIsjIxkdMrYQAhXfYLlVIYUgzxAKILQ"
"fHUZdsvONEKbWYWDVYRiTsR/JeLfjTjIHZK/HoZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09D4011","ugNVsmYhEgWmQpGQkUVzbmZO+fGOLrPOkfcwboX","kUGJNSjzDZQAUCpiMwnxDkdOpRJfrfShtRWDWUX"
"pRvqgYUQSATVAEJXAcW/ag+DXcVbLkyivjzoqrg","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09D4011","QTeVGGpZuTDxvoItJVYrYbaHZEPtNKQXrAzKTqW","qYHgjYmVwG+iYTpXDBeTTZJrVXWJJvhUZZmXWcZ"
"YsDqMxzqxDNbZVdWcNhVChQVpRjmVCrayiNtPst",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","wipTgbgDjlXkYrmMNcQIi+mfWTbQbRNxYpiS/eS","T/McDGZHFMVBdlHcAUOKqZlAdyNCeYXSSUwroLR"
"ATMXlkmYKXoTDDQfZapcLkPAKkUqVBOcXhkYJWM",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","DzYYYXISETVzxBeSQ+GcEbyLZYBXIVExZVFSZkr","T/McDGZHFMVBdlHcAUOKqZlAdyNCeYXSSUwroLR"
"/xMXrSHCdYliJTtAXLGZBcXVTTNYZVnbHBMJoKS","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3012","MOYdzksQIZKSJaCSO+JZOEXKQURWKJwYTLUUoZM","SPvoiyjPRWDWnQVoO+MQltXOXSbQeVJmrjMNsVi"
"ZZqn/NBTLVFZzXhQXXDtCwdrUlcWQPqR/RlQHUL","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","SJJOEoiNTSLlOZUSnSFWSWWmntBv+avP+WkEWfk","VvdXZSzzzQCBOVblWxHHpDnRbrTNkNZyPkUYqCc"
"fQFudVeZPVYsRzYOeUsMJHeeDRHxFTdApUxNCXD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","uTDWYXrfKYqcoSLRkklXNEXNNsNZQCx+tdNZQeR","XEicetpQJXdOZtRWhPzdqeWVtxhnNQwXIfWZWSZ"
"sOc/TeZsvWUWYOIdsiLdhX+mMFduZBiPIQDSTw+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5471","SysQuZ/BblSUPGp/PnfYnhTzXEbdDbYgetOKNKG","oaXNXcKOnDTgQrPRxZBNOrPXTFgcJWvQZ+yTUCO"
"KGjSpVmXSfGOYRzLwLUabikPgsSCWIwWUAoeadr","HEIZ",2020-01-24T00:00:00,2021-10-01T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09D7021","jqEnThZCkNVDcffVvTyccQIvKdNYNyftVNXSSHZ","TqOQmpQwjKjwnAEHZ/MpZVulZgFmtvQfVgURJSy"
"hHPaRXYVsitQIQomh/zvuRWQyTnQSxXVdgRwXVV","HAUS",2020-01-24T00:00:00,2023-03-01T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","Y+tSYuQPy+WbgTZuWxRqZdOFupKUwvEaFXT/IdE","LsdLAdt+xqVDXfoChTuIHmKU+gBBMpVaNLxFqOQ"
"/nDYSqBifZyUHhQWWFTPeLULUWXASuHxoNWvcZS","WAEP",2020-01-24T00:00:00,2024-02-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","'+P/NmrMT+TZVYHQRRaPLplQxWdJJYKrREWXHkMD","DzGaZmhEpRgPxtIsSNaRMORfIffJRtnMYOUAOlc"
"XRjV+sdhRBumYNoQegLgYoSITIMklPOmcZnwiNQ","WAEP",2020-01-24T00:00:00,2025-02-07T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","iiaOZADXWvdfUMTiqD/w+XVCCPwpCYZSRXSVifF","ylIbyoDQyCFcEVw+eidctXMRySJhZxRaCvzwOgZ"
"KKYYZRQq/hqgqGnadwDmcWsNAiSX+cIaIlpGbVB","WAEP",2020-11-03T00:00:00,2024-11-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","sTZvmWUSuUJyCIGHZcTYe+XdQEKkZQlVavTgRLU","HVXIVWCHhTmZSCjMlRGcUokMxgrP+xfXUpSNXQZ"
"ZXZYselglQvdTqYTRSOILBXYSYTyaDaVeYsdIvT","WAEP",2020-01-24T00:00:00,2023-09-06T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5471","gNVGgYxJTRTEwqjkFaUuRCxVzOKNyBTgEQExRmL","O+PXcDCVGkNBrfKzncwLjpUyV/XUcuVUXvMSz/Z"
"//pVZDuPXSuKVEDEXYYNIcSxKOiFEuXZfW+EMiM","HAUS",2020-01-24T00:00:00,2022-01-18T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5471","zSCgbjfsXqDkTVMVecRMXVxZSyFIYjVQcTMwSYP","QcyrPZNZjYTuybVWKQGQrRpjwAxnEinbbRmmCYQ"
"pfDSMuIOoqUgQOiqigQLSJd+cQGZTXNUJxlWhWV","HAUS",2020-01-24T00:00:00,2022-07-18T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","XWEoyVnwhcuORNXlKStlCzBJOyHxzvSvjcOCSfs","YXgdg/ixWiaWBvZtvVKxYYljlWHRVWcICqXcdNo"
"hhRY+nUphrqFXUWwPx/rxvnkrWHeCWkscEAEQ+Z","HAUS",2021-12-07T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D1221","rwGw+UbQQfpoazfTbuITHEabTyjjsOOcoCqSWXC","BkUfMZtPX/QQTRLZvE/KdFAqyBxeRGZQvgyQJHu"
"OQYRAQQLPRFK/ZaVF/VUISdsnqWUNVTWafTgUzf","HAUS",2020-01-24T00:00:00,2025-11-19T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","tZEirFAYW/LTXnAdi/ZoQPQMOEiWZTQrGwXAeff","LxXtmZTbkPfZQZJAXERRJKnORW+NlmOqFNUQuZA"
"NZWMOmvbvFWFcYlCuXqnjpKRZVOwXABYHYKJXcq","HAUS",2020-01-24T00:00:00,2020-04-03T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","GOYhfORPJTMAJZjlZz/rXUjQzZ+jZKTCBMDBhMs","KXpmshIcLxYUlaAQIhTS/hLbqyHLKWZ/sVHDSKY"
"GJYokxXEEROkIicXzekwHs/fKtiD+TkdrxaX/DH","HAUS",2020-01-24T00:00:00,2020-12-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","eFWPMVfyWnCgjvW/ZBAfXIFYhcXSPahxUHjvszU","xUhcwAItALm/zshXISAGcSHSxVXPFWLWufqZmHT"
"iBTj/TOZnOXOqltpkN+oUbxojBYGxukUHSKZIVU","GEWE",2020-01-24T00:00:00,2025-11-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","XYZZmoIVLbMlCfsUIdIfksRTj+XhnjFvBZWeakQ","lNHEWVCWYVLEuRdmKDmDRVPXZQBYTJTQeccYCWn"
"wBW/QnNJlZVSTjAaaHmaIUYHeHULNqZVYTwwQnT","HAUS",2020-01-24T00:00:00,2025-11-28T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","aIjyuowyhp/QPUxvaVVvBKnojPnTRWfyilgfZPC","SGUCIEbnlZyjZQCwfXKASMQX+lBaqhIZNtIdSkR"
"YsfRxUwyZkMMTxdbRPaXBQUVLkZUffyoXEcXftd","HAUS",2020-01-24T00:00:00,2022-08-22T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3013","QPlmS/Jr+SpwGypgVgcyIWVvZQWkkZQLSjEZQZX","XxUQS//ESHwICJDSehYZU+StZyugdeyJQVwWZyI"
"SPltETkMfwQjYNbXZYUp+UAcDT+PqruUBsVbCKZ","HAUS",2020-01-24T00:00:00,2023-02-28T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6242","UrlDEWAdosROwWf+qZEQswxyuFWcnqTethOUDac","mCLKU+QJVVqTHXQS/KKWLfXCQQl/DcrTYavkYTf"
"STATwevyoWcShtRLgTRzwlLNXFUl/QUjqUzpQTo","HAUS",2024-02-14T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3012","AyWqyuizrIqtxuMQbiLlbvkhASXXLwVdr/vVWQt","NkDjVTYLHDHhQjDYJiUBm+gExBwONTKuFyZgLNQ"
"ekyFoHgGKzjmWQxU+eSCSTMczGTRWZUwlVwVnKW","WAEP",2020-01-24T00:00:00,2023-10-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","FQilqDsOscrWkqyzgQLfFh/oXlyfUbeYCsxsDzp","qvixbQ/j+yxObRjxWjVdTTmWQkEgOUnVruHzcho"
"VitRmF/O/zmsWHXQtrKRyhVRfIIoWFvQJDmEWTr","HAUS",2020-01-24T00:00:00,2022-08-02T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5475","UXyxvY+gAZzuRSphtenOoUTDRuOFpUqWBlBFXXC","SeZfYRGTUjZEZPxYubOLToFMlZaQCJXRrZwfdIJ"
"yXYqJtTKqQqLTKRJEqnRnLWMBlbpRXLCWxrloGQ","HAUS",2020-01-24T00:00:00,2022-09-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5474","ReHCkWYYCHHOBjbQYtak+BqYVMSCB/VKAMlbtAq","c/SQEafVqWvDwSuOsdSqqYnNZVxTUw/pg/YUXYb"
"xHXQJScMXLtd+NTGOOaWkqHLaCiLUQrMaSZoWdH","HAUS",2020-01-24T00:00:00,2021-08-09T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","wZGgnMZldUvnmSvWVVaQDdOlQHeSqgmcaMEWhVS","YZLBstFbvayP/lhdcsBQ/QnQUswwQrYvRGVacZj"
"uNrsBRuShrDuCa/milwBCymUyBGTaZWJarQXRZN","HAUS",2020-01-24T00:00:00,2021-09-16T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3011","pQDSAI+gXxJUUkxuZdIDdhSgmbKQUARYZDSJALb","ynJDVanqhMSwEyHDPWRBlUZuFkUdFRuPYfGmlTe"
"IYPyQrrPZQPJL/hJQXKcKaCEocsZs/wuEsCIY/V","HAUS",2021-12-17T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D1221","/hQUUPGVpSiK/TzJRipVbljcTSgppIFzlw+jTSe","pVwMWEQbpFJRzGQMvTJsTeqPDAcqTVneCx/apjS"
"RRSgRzMvwUoIwQkQdrrHqPuIgZcqlTlAVcBQZUO","WAEP",2020-01-24T00:00:00,2022-01-04T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","uvITtSqISXpVZUDSGQZS/IUMTNYYC/aReWMbCVR","MsWgVRtbWqSzTXQAGzUTicJn++WQVVonVEcMWjl"
"YGBSpVjjnWwTWbOEKcLbbymYZacigfzTuVNQWCl",,2020-01-24T00:00:00,2024-12-19T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA","Private Haushalte","J09D4011","/qweiYqfPJUiDR/bXTWHSffsRWcTVbTaHciGfxx","wHWtVkoqJTbYFNQvOh/tDbfEAHGZpVZbQEShLgZ"
"yAsUmEWZUwxTKUNVvREzUTKcTLsHWSVQSLpTEVQ","WAEP",2020-01-24T00:00:00,2024-10-24T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","VZyZYaoAlQoWSfQsdbcKZZEcTZZjTtVeHhGXaYE","QRVjc/YZlpmneXDsEogURXUpLWkPG/vZcvLbXnW"
"SmIgYdmBVvjk+S/ZjSSpJLfiPfyLDSiSWXlBcQd","HAUS",2020-01-24T00:00:00,2024-10-02T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09D3013","KDTpEVVNPCTjDQVuSnktpVRZDFoF/qUsZTqriKz","'+LolpxZwxNhAWpvjPP/TFPFlQW/YrSRtIYiwXSq"
"dUxAQr/SVL+raWyYrXvZURXXn/+SkrfKfhKuPUU","HAUS",2020-01-24T00:00:00,2020-07-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","fEBKVLrcnrVezQlpJsQgveaTSBXkkqZhWtFOfue","zVDFOEogiTBoZSvpLXIiuVYI+iBPRsyUlYyaZiQ"
"ntSXSmjXbqhPO/YaSSsMq/t/atTgOLcyKRrTE/Y","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6242","xncBOsxERrSYdZcTUkZQsrSVczNjTIGSEWOROZX","dQTnH+MOgwMNuSQDFJWRRUHZBIiPICLGACVBqTU"
"gXvRIPxWPQbIYLnSXTodDvUgmdd+tOyWGASPSac","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","qfUDZIeLYnDbLVsVeSLtvtWWS+j/DyMKseWiTcs","aGGcCgoT/zZQSovRFVVATENnlTYTLOtSDTeTjDW"
"bLYp+xpZQGAWBHTqxWMCDjUWNVlUOSXyzXMbPLl","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","ggItyoOVkpnLLcytpY+tIrvU/AZRAqYN/QofwCX","QzYXVuqOBSXEvhVSSeVECPWUcoSbffvHedTRSAR"
"W/G/rIWSBQyeLuWUUwUSbFYCEIIdVDdXMpNPdzg","HEIZ",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","ySCAZZIprRVnZhrSeTTjzVRRGuVtxUoNnnV/bPS","QSWGY/OFxXTYckbFBOCSOvxhWXdvUUPczIXSdMb"
"jBFFPnJWAKcLQPOMaSoQUoZxmsYAMgKrNSmX+mV","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7021","QXzObQAVhhbLqacJqQhjfNWaSRb+nIlZUKZlxPf","VrTbpiUyKTIiJSrHwZGVjIjaYnSNVNSaXzqXYTc"
"yElGsgokGNci+NCauaRQijGWZm/sEjVYMyBRZhl","HAUS",2020-01-24T00:00:00,2021-10-18T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","WGBclaSTTXDDsCMSmtwnniYTRUasCTgvdrYhLGU","JSSxAXjhbipVziyDUX/EZYbVeTrFFSGonvgXWoh"
"kTwVDUmANcrulxB/LXWZFWtUyndGHWERpNPXwBA","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3012","TUCijISHRgY+owGsqZVEXCsiTpxplwePmVDcsYN","'+bTSLGjdrlhLv+lARHEsIHcuiWAqWffZyPfDcwY"
"aRdYTxFfJNBU+pOZjWk/HeP/zalgiGPOtiY/kAL","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","FJoQH/oqbhDVTTQfbcXwLXUVigXFcJSWCdHuZCS","KVSLFLXZAIqRrSYIaJwCBDiYMkCYgrgGvsLgYgr"
"BMCLNdUWfSNpoAWqYuUrckJ/WFTy/uzhnQVVUOG","HEIZ",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","r/ZgNeYUrFlvMiQzfKeVHzZEdQVgMXdoDKjXuHJ","UNSsRQFUfQXoC+RfQlTZgekiAaRIXSghCZswiBf"
"'+tdzRsbZKqQfxEwNIfsotKTM/SBEfJhPYYpUOJr","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5474","QmzEZQvBUCEjPwvxRQQRVEYlnePaGpXbnQhlOUo","iTmuqpUFNiZGDkPRrvclyAYhUsNTZLXioAzLIEt"
"QdAlsxUiuBkTjSLyaZwsPEyOeWjYrahjZSFsQpQ",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09D4011","BqKFxWSkYUQuXODQueZKgtSWdtiVVBPWTRdmKQR","QXqLDceGyNT+VSxDTrYT/QkZzjxrLKEOlbSESkw"
"HzJfRhvoBzRTDDitktxRXFQrosyYHZTKgVb/UOM","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","cQjhppDTTjTgXRSppVuTsHpnAtob+ETTZNnwCXT","uLcJZyybxlUKdYTAn+TqIKYTDQl/LDZugSEyCRT"
