Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"nNEUxAMKxU/IUQWoNYXwWnYMCtmdKrhMkIlxROf","xvNnWWZTjjIcrBqSQYlRaXUqyJXQVUSkY+RdXQQ","01","Turnusablesung",2025-09-08T00:00:00,"J09B1531","00000000000011615454"
"pncajJnSaLTMTZKXZQzF/QZEOYIZYOnZkYYPhug","zROvWBIV++bGmVKTtSAlQSRtGVNEfWyvQVtBmoD","01","Turnusablesung",2025-09-08T00:00:00,"J09B1531","00000000000011615535"
"YyCoEeEQTfVDKnGSYZeUkgEJQVHUZdFNyllr+XS","Rk/qm+yTSrqQYXAZf+QCdhoHydCZERyXZOobWCA","01","Turnusablesung",2025-09-08T00:00:00,"J09B1531","00000000000011615557"
"vcywi/pZSbLLCYgE+IYaScUWQSNvRWtDXtRCIZY","UKVcGW+MGW+tsnXhfzuJqNlXnTpAQFtss/ZdeNB","01","Turnusablesung",2025-09-08T00:00:00,"J09B1531","00000000000011615580"
"HGCWUGRmnwItYZRTV+kqrltxSLsuIZDjRmbfCXk","J+llEdkRSTvfVaCZcSLymWTZatABvrGXjZZtqBL","01","Turnusablesung",2025-09-08T00:00:00,"J09B1531","00000000000011615598"
"QdClwOiYNIDqJoHzKZNRchUeSkrbJUTFkXcGxCF","sNfilbWQmKFyNTXQOsYDemVhPPZiWXDLXmRBdSX","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011615896"
"fNpuzuYUQTMWSCsxsdvfSCpYTvNcYXuuYFTfZTR","GurNOGLsbpOBhTHKZgqOHYepqYHhVmQhWzRTMWr","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011615915"
"hxWfENNQOY/KwHPWaZtrUoAYnUdnRukTftqlJNp","zdeYOFs/wX/EigvpLnAMUDrTP/zxXQNoFAhYGXs","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011615939"
"VWTXVrVAZ+QGXvQbKlsuQBCuIEIjk+tSVQDYJJB","TUUbwbyLitpfsXwYRRtlBVC/Vxx/xcMXOvZfQmg","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011615960"
"zUyNBmCyU+jQfEXVYyxmX/lbwbYJVYKB/uulfuO","GjuUcAZeeTLMlc/pydVpYRZWQZJkEuTDwscZQWs","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011615982"
"UfVaTwMCHHNTFRxJcVavIgIYTsEFulUhrhcrvWN","RVlwmeUCxRDeMQnPVTqEryXZIUey+J/ULvqnrFW","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011615993"
"JQTgSUaYRjZiNQoJQGQORSfas/WXVaSdzvMVRCd","CTzwrBNreMVfPd/WZkZGtRibYMYDwpyuTrKrzGR","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011616022"
"hrMOrrSjhTyoArYGQqLsUVWFUVZRB/+dcVVhfpX","vmUSqVVHcZajIzRZQRSnweWTqXWQGWrqrjMXCnM","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011616035"
"UuaWKsZLqdXNOUDqRaPyroyibJrEidBvumfrn+W","HTWJdtDiBBFxTSfgXTwtDGVWeISB/CYeFRVtFV/","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011616048"
"bB+bBctuFAXyHQDaBZgWQUuESocGVQYvjMdafnY","'+sIYkVFTzBtxipLqDiKJJtSzpUxTo+TPeHZTHqM","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011616054"
"dGUYzRByekIvpOlSVtXQpwJlMxgYJNRZZVOkyio","CQoYEW+mQawzQSM/oPoeDtto+TwnZnELwRYDXVX","01","Turnusablesung",2025-09-08T00:00:00,"J09B1541","00000000000011616063"
"sZLOIMjVGVaNmnC+bTXBIaZlfaHTIwdZfXZsjKl","XUnFNaXTYSFbtGINnTOBqLsFYfUGydzCVwydsbV","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616421"
"IXQbIQmLxgaYjWXyQmFrYUFQeRoEWMVwOemManF","XtWSvZpIzrBMWSSQJzGwaHeSQhywGVTSyRoWvhc","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616424"
"OJWfdBcvYQqWZKJZEoA+qbXaPZa/RQTgPoFIPZA","fAbJ+EfaSGMZQtpeodmQVZkkUPGEKfSSYIFspUC","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616445"
"FUlTOYqQrkDZiIoiwbZBcJTBymbYthCT/wuANUA","UomViXSqYsUEAShMDzhErLvnyapUtWQyQZjdRTp","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616454"
"DUHRicbrHXwyPYhGbGZRPDFpFDTQTycEfoTzwjz","vRGwlXZvkb/zcXOVOY+FEBQYQcnIKbGYVZkcduO","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616470"
"ASKnMYXKoSFYznkyAOpXwUWkPJTLJUXq/I/HoYb","WRDgOhRRinUZkZpcZPpSFgzDJ/ywRoVgeSztncS","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616477"
"C+SoNTTEhBzPCakSwUjPWISRRtVEwZ/WoJamydP","lUUnEGhWtbJwNZULw/KSINt+ThKMjrZTZNMudHP","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616531"
"zNUTAUeQsYIv+tlRLBXUtRvrrRUmjwfSV/GXpRN","UxsiZfqPfVWxspCnkWNWVZSjkrzfIzAHVKmTZgc","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616548"
"UGkqWnEYZWTmsjMdzpwTUSNQ/DCLrTnVwInBetv","kXKr/MZWXVuFgWffvsxOZWnDGYkFeVjaK/ROZfU","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616562"
"HwlKeoWxliEFCgshGscaMBpmTXXjbWxeQcfhiNz","QBYXqtZmfKSOmYSAfYXebfqfTPSJQrVaQOgjVAK","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616572"
"mTY/lFwmlFbkEyIpTHWHmATloHVSQNxVVvXjRx+","yoBmTJjcWUxYpVnhMSpcLigY+sqFTxYSqBYSRHu","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616587"
"vsPNOgZJRUqHKmTUbQ+fXJO+LQdXEgQQYBUpAUl","GwzvNcKk/NAPWRgeZtKZWGWwdrM/MipRXxXZYTc","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616595"
"ZTFLrZgYYTeQUDUttWaFYsuzpNkPUE+WKBqjlem","DqeSjYbpcQnSRBYQUSXCSQlliuTjiGIqcodk+BE","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616738"
"XRUKYjePD/iuDOamCrEUXceifJThofSfGUZsDQX","fDvGweHWRmGZYcwQafZVc+xoVlISLVcaQibqjnc","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616775"
"RRYIUTZTrUShD+zylkXjDLTTvPjrySsfVAQmqFN","IKPjIWisR+yiWIEfRxuTTkgJxQBEgYgPOQIkZLS","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616790"
"MRQScQbQVeMFuaUSCYOHW+mNuUaQeSEpiccjzIW","jHbGXZvSoJoMv+oFZLMQbLTWPTBIVbaVUpJSGuH","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616806"
"JhjJCHTAPQESBmCAKmTNaxvljSYWEwReSdVDiMz","iurUIYdpXQVJuUXVZRyIoTMskXVbRURmRbWojPY","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011616997"
"YCElbeWXgsOoSXCQqAJfZVvZwQTYRMJ/QVRteGY","rUfvWc/DnVtYdZLVRoVKLSEnUzTAfQuHbPLLasX","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617121"
"fIlUVoYYiZZbNHkXwgCDZaJVQsNQoTQRgjERSbi","/EfYXTtpEZHZAhBRuXv+cVRySUJZORuLRUunNXA","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617123"
"'+dnHqUsOnAG+WsZQZSTL+PiqjFKGWiQUE/GWHUU","YVvRfgEXASVAmynKaDJIbpwkm+mvveuMqgnVSKV","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617179"
"FtVDxOXDyTJeUnlnfqNAHvMXBAkldUdcxZTJQcr","RVHKWHCUb/kbTPWBXxQyMlQONvxc/GxDxEvLnbR","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617188"
"IcZIosUiRkfWO/pqRIGE/jYwbwScqVvr/mXUviS","VPqQXJwqXIIkcodnQGg/oYsZdDIqJNIEgWCJXfX","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617197"
"U+zTJoUyJJRHLXDKrRABiRzvsOerQvRugytDQkx","qpNmRZXZnwsRWpUbxUHSShzQ+ClSNysMSVZkcci","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617220"
"wQWHQEDzkoOCMKVTAZYcfoQVYptkVvLsiSCQsRW","GcKGT+Tt/GKuatIDUWgngCXkWANzu+DvQOZB/kZ","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617243"
"WTDKPJBtlaLUwuWUq/wRSQDAPZkiPPSbQKsTFRi","td/FsRVhsT+BSFwscfXNgXcbIYPipSiMHmd/XBN","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617253"
"syBz+e+ICXxCvGkQQwcNeIaXfTpnyhLYXdWexSx","vZaFJPPqS+XHyWi+MszRnTFlYCzACYfyPBYdZHu","01","Turnusablesung",2025-09-08T00:00:00,"J09B1611","00000000000011617283"
"BsnrWWMBDXVNBdxSECRqlUC+gfNqIEYbdUOHkMs","alQWTEmeARlSVtUwMLIIeVumApreqUMhQaWCEmz","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618415"
"LWZAaWXprHrYUNZXNXfIcKwnvhT+AhVbyNdpfYs","dUEunuGdQpkuDnUwRUlnZuRlraCRnoVKSauuXIg","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618447"
"IZSWWINuqqQkQifUOGgPzgivQaNVFbQwwTUXUlf","RzyJjDsJZkyzj/INyZucYieEaXNAIxmqvHPyKPr","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618457"
"ZcUBCSCZyZbMlrDyXtJQDwTSXMcWEWtCTGUdDeG","ufbkZQQonTRoZQDCARoZZeAUTVARUBrKpWYuRIK","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618473"
"LXNeaBjZugVqeXOhLAZDRavrIaoyZiVY/cJQmCV","NIPMtoiNWzaACDWGVdLpoNVUeyVPJSE+XQBkpNS","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618538"
"jSrzsPyWwHJXjndQRjWeFQOtGCbiRjNtmygWieM","iOuUnR+TLcvDTQZvbfxUnCClquhjSzStsmoGKor","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618557"
"CLQRYffQZSvXjNWwmUjneOCJoZuAmkYWOewEBtL","HZYS+PBUlqj/riyOSjdDDQLETjkQqPUmSfUHRWW","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618591"
"FKdSZlQUTNIygRRmZhSVySNbQxYyX/R+XYpJVwf","skpxIbYLOieBWsZYmjKvpViDHSDfCScbQhHRHCZ","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618640"
"YUStyIWrQugppijVUBoSYTbSJPKsxnVYIVRiQNY","UMpUTxQSaZyBKMZExYDMmZpVURVXcQJimlfvsti","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618707"
"YTFUbHjUwJUdXdZqUeiUspKjSATINszZAOAyPUZ","DVEhzSsqGQBpUnwPBJ+qeSogpnTXejKcCChLVdQ","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618726"
"NxqR+hZ+aRaZqzrbJrfZQoIfbufzZndOtfjzfLX","uMyyzIOgqEkpLVZVz+boYFiUevPRSDxkUAFVSSF","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618755"
"BARvLZUWXrHXXWfiRdSZ+bfBZTKRUe/UTwNRnhN","NyiRzvSSPF+NndZRRvvXJlAuH//kzplHSSYUYQD","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618764"
"j/VYbNYVPWmCARETdeepWCimwJZnqtQaVCptisZ","WbYeoEXEfZLvZPRVRmWQIBQZHjulruX+NaSMsFH","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618786"
"VroeluOUqSLRMTaXVykRhPa+WYZAMfTTvySSbWR","zJTneFFRXlIHnYRHUTbunZIMgWAFmHInPXjxeJS","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618875"
"VXyyxVrFUjRQcbtfevfxGQanuAZZBEf/gi+IZWJ","IOxnMcLYkQLNXWlPiSRWbQDETgZTMDwRVP/meap","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618915"
"SSMnCeSWntZTYUMqBguzjhSmSVGeEUFzZBcdzeX","vBXQVziAiTUhOWkAzWvFsFcbQKklZdkHiuUEm/+","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618939"
"pUYUGoxR+BwSMQwEekXtcakibpFWtgMCPXCo/el","BpvYjZUfTSQ+IBTVjTYg/oZAdWuNFgVoVCTJiSM","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011618987"
"KtKNSDmZ/syMhVOzxxbHtdSXfMbkXI/DaVYtior","jhqdKSjZXsTUzjwKBaY/HunbGKg/dsKTGXcRECb","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011619051"
"lZoEUETvlQSnHohsqCSzZCTPVe+DTUB+UBGKBvX","fWuQmCZLXFCWw+RBRrst+sFUscxWUhrtpXonNQL","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011619052"
"FiKyRFOPS/CZqYWrtQXesVESLEsbhYYUGaxxVWw","gifVTgvQ+zGTUApTaIwFwROEgXRQsXhdmQgDoZc","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011619067"
"LtPRqTSeExipfRfHNMSnmyFGOc/EUPZxvxruHYT","ALiVdCTUN+YrQVWVexrOTgWKd/XucRLFFw+fLkO","01","Turnusablesung",2025-09-08T00:00:00,"J09B1612","00000000000011619100"
"FpKqUoRXYonyHFTSjN+uFdYoIuEnSVyLUwCMOtU","E/QTmpzYWKSmMqTBOaVgoX+AfLcSfMPHqbfjdrS","01","Turnusablesung",2020-09-16T00:00:00,"J09B6206","00000000000002931075"
"TtTBFSxXS+uo/bKQSJqQSTRtGacVQYZZUOslZTe","krXGiFlDZn/WPiSciSuFX/gUsSBsHkKj/HnCXLT","01","Turnusablesung",2021-09-08T00:00:00,"J09B1612","00000000000003980590"
"aSVZGVkMjJVTXRkypfKomzPJZhCaWInITYWTQHl","HwWkccZuTROYVR+TrkNUKcFNAhL+aCEktrKjeVj","01","Turnusablesung",2021-09-08T00:00:00,"J09B6203","00000000000003992616"
"JVcwWNadTTWahwSzUpFZktWWZayPgpYShBQRZ+V","YJDTS+xhMXRgFdzBbqfPnDluQdoeavWZoHtptvK","01","Turnusablesung",2021-09-08T00:00:00,"J09B6203","00000000000003992792"
"qLrnjAXWUmNPxdpdQwkZoIXVWniSWYGUAVZNvbT","iYHXUVKnCpasjFFXUw+/PcSiDwRZfzaWPLGFpaC","01","Turnusablesung",2021-09-16T00:00:00,"J09B6204","00000000000003975063"
"HNPW/JSSCRMBnBUOVFeuWfHkZRYgqOgaQDsbfV+","QTXeYuoWHW+uYJXiBcBFTYRKuUInrtQXfeFCXEX","01","Turnusablesung",2021-09-08T00:00:00,"J09B1301","00000000000003975165"
"qxvBxSSXIifZGzwXdPOQGvTTXZZRUmpqRYQMbXS","kIGIrdRxnwwztbxvyVCAy/QPRskkhlYaxTgCNGI","01","Turnusablesung",2021-09-08T00:00:00,"J09B1301","00000000000003975196"
"SMWvuAVNFTTPSGYnReJKwjASkuwUAVJZdxwsZzn","PkacQXu+WHgDWoylfFfSYXcvwzygeLfKmksqRoj","01","Turnusablesung",2021-09-08T00:00:00,"J09B1301","00000000000003975216"
"mvHQJWujWjzezqYz+DeiDheLqcyZmQyTlKgXGxT","nSgl+Tm+WkZADCPqhUtITFIZrrhTa/BVYmXGXmJ","01","Turnusablesung",2021-09-08T00:00:00,"J09B1301","00000000000003975225"
"XpcHvbOsWrfDqRWfYXSwjTEqmWhYdvYWVYKGh+t","FOqyQRtnnTrvKcxTTUAWXMoail/GZdWYRaWs+dk","01","Turnusablesung",2021-09-08T00:00:00,"J09B1301","00000000000003975229"
"VpRg/+nWiaKVBztVjuXZgSEnV/WNLcXXDibgdZk","lxTWsXynuixOBMF/grjVRVmYWzdZRtKQSzheCiF","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641178"
"UbRTShQFVRMNWRHnkXNtPVGuXOarUrcXviYuYQP","kJynUkUmWVoa/wpEaiqFZHCQ+EF/YYbysLyUQsp","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641180"
"lRKE/nIbQPTpwohlavfMUVYtYXTMI+Ua/sTqlGP","DYBfyKGzSDemBZxRb/FcKGUTTkpSXhSSZluXsYn","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641181"
"AEXlDbGRvzUYy/msFC+nEiWWdblOLDyOcemcpZX","TKTdQLKYgWnRVMPdUElwSJYorrQOblJlOZxUbKI","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641182"
"JqoCDZNROkyQAXvniZOYex+YLSojTmVCXkSoCUO","zcOYhvwvKCXKCfycSORUVULWvSDYnZcTDNOXvTI","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641183"
"EFGNPPgmxEqYSQKiiYXwPWdKUOhvxSRMcYHOgIb","pXBrsUdb/evUsSbwJSVRqKTQnQuqWRuSZBvmTkX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641184"
"COoJRNxgSCQypFRWevCmsWYs/X/CVfVhCViXlwM","PmEryvRHvFonCGOXePmXnLuyXXRRvohYCaKoFZu","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641185"
"avZDWQXzATPNwVMMBRCIObEE/pQbSZzRYBcCQTf","nfmY+RnhlTfsiWcvzySyPYYRYxyNJyoURRUhZPZ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641189"
"TxSEgitaZuIebbUmSZZJNfqFIYabvUexOEYjWEX","odjvIQAXgGQowHvuyzTqiDyHWSVNSclcUZMltWG","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641190"
"'+UiUmVSRYSVGbLWmKYNQcDAWRnHdDbYtQzVE/Wy","bAZfpaJmGWvpKYouRcHNeCyytDSrIwHVeaYypzi","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641192"
"cm+VaYQkvivfVUnjxJVeRqUzyTZsuYewgYTuKvS","tUbKINqU+eoiezyOQevEVwIJTmHYfRZkUBdFbyW","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641193"
"PkCgDQxvPNdaFwYZvSavFcSVRRECvUKDwJJtshg","HiCzqcSNgheeXYXWZqHWIQHG/wyPfUQzSZVnFTj","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641196"
"StREYSpZNJWBNULYdRHZY+BvpmCykhUoVXTRWZU","HxSzWHixQoXSsvNEYUVxAbmiSSWCKzxXFDSZZsi","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641197"
"nMYSJPaXsqUKVEyklcHeCQZxQALRBjUnYQJqTNQ","SSrwM+ObuYWWzAQyYZbsDAPMmVlupVbTLebROTW","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641198"
"FSssQEtZLRNvnJCEZYGzovqDSDAZvZTFTdaDigY","bhiAQZTZuWILUUWSrBJSQFEzSZYrVQ+dBtbNYPG","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641200"
"QRQqpWWUkcFccqVYbkcxTGKPEovQrYXWeTFbJsV","vUSSsGZXjSqUZF/VialKSQVWZR+gBSnGBOQZNfT","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641201"
"LFRYvOZOrqIQqONKQQSzoxSbWyYLZRwFCJVOFRZ","VFDnvNYmZeBQTLUSQqKDtYYwUqLxRPrfTQQHhHh","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641203"
"XtYORWkWpx+AsCKXxeTBRWppVTUESRQabETaXQh","aTVrXPbgXVQVwenUzVUuhfRwkYxktozsMNkMwQO","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641209"
"RgoeBopMdYJTYvXdXq+EOeZXUASKk+sTSmRSIdH","ikfYI+FhGwk/xYVyrSTfwhrHxMxgLOHsXwcRRlb","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641211"
"dCzUClyKZVmNUyYBXRZrMIIIsYJURMXiKz/VWwR","WYGYHSFYfmHbUXboefYdXtSId+rKnDHQInQRIPv","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641212"
"khULQDRnrrKMCTHWPuoimWpVGHICjZDuXXzmzYS","ddTSug/X+VcLdIibBIAJYEdKxRRtUkRYxWctMWB","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641213"
"USCRtXIztI+qmTetfVWhmBOXSjBMvuKhrZnsHOc","XRMaReuTORlAbuRoWVYaeUVAOpKYV++ZaSUWZPi","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641215"
"JWdwYVh+dSlBrnGhrkZoMCfpmGUeFYgFluQRlQR","dCJMncJTgSWuWWhUTmNbzO+EVEbDCnArAPvrSyY","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641218"
"jWHiSWQlZnzSIsbwQLjGyDQpuGQjFLGYebuCdfy","ryQHbyuhZZFMRArqEzbtZeUMsYKUGSkGXUSbVmX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641219"
"XhGZ+jUlEq+SoMlbVrMJVETpHQxFxySX+xe//B/","CxUwDVXMWqHDRlZIxvOJQBGFIaJdzZVmCYANXeq","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641220"
"f/GUNuoyMebSYOzkpWdRiqVkVtWTkoVZTxIGWSm","KhJWoJYZGUYTjjYcRUVQ/AnJepRQmhlKNJASYrK","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641221"
"'+YYgEuKlzOThWSYzUvV+jRHaPCwrORPhIbDebNs","tXbmTKdXSZVrM+SkgoJw/zEzRzBRgjaKyTnqOFS","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641222"
"QOlVSRxZoMTXtYqHILlPMkmTzHWBsyRdZjTdZZU","GRRVdBCUZMVZQLaTcjznqfQkWh+TBBXVoURDDLX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641223"
"TUppxSJzyQYVfEDLZKztsftVfAkiNoVYkUCUWtp","YSTirgZ+MrucNfIwuPvgnyaTPVjcaItdwXFJPNU","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641225"
"HvuIIFLwzUrWRRyRSWuTYQGWzfJVxnusXOSXuxX","KttbYRVXUXQgXeVVVmyKNtyRFh+VNYCxOeOffWC","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641226"
"VvwYfRSqCduhYBDs+HvXVfZLWVLjASJYSSkRzOZ","L+DYlPugGoWKWEBTWfBeYSgxIVEZbQjUCeXSqY+","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641228"
"pSIhoGIXzAtJpByMcrEsgTWiRWSpcNFSwrKHVKV","ZwnOLsNacRslMTAEkYjvXWHYvbBDaAgJvUUcGmi","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641229"
"KiuDebtUzao+GSPlTZUISMcxlulSiYuSxCleTgf","BUlQgAlZfgSzYVUgRQrWbVh+LpScaxzUzMTsuyR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641231"
"piQkSEQQUOYyWazdpQXOaXpokKwud+TjDKan+Yd","/rNu/bVWhVpjXUIXkzuRhDQQEppBjNTWQrAVYwX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641232"
"TjXQoYODIoDvrxVWcWagNJ/NGenpG+QREpHyWTG","'+ZojcpDflF+zAYZTldANJPMmIHMxX/ZZaCnWwnR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641234"
"FqXlpQixyDnaxJCjLevBZoFOPWhDXUUPcbfQiMY","fTynVDRaZCFuVKmPMjZ/dWhWmVzTA+zzVRXstjX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641238"
"TNfWXlcbsToCLKZgXAWSaoa/TzHAse/SLTrlVXU","SrhWZZiwwDkKM/RCoqWLqOAKXynjruQQfQQWmIq","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641241"
"ZAZyzFtTWSxRoZW+mQudTdkgAMQTpoStvOs/EjZ","KZE+bBVDfEGtZ/olVQYwpMSW/Tb+YBWbxoLZVhs","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641243"
"XjpTQmQlAqdZMZHtvWBiGzoHZWRwexWTeeZHeFX","wHYyUXRMfkcSnOM/fmAVZpHDtxqHiHoxSXWXiOT","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641248"
"VbMmwbbaCeZFQQzoZIpDoXRFnXJn+WNIVTsChvn","RWwRUqyahdEIUizxQVGLw/XfInAR+lTv/kxtSxG","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641249"
"iWdGDSUS/REmwivfBdrWE+G+GXFUoDCpEQfQJLt","slmjoFPYSOGdXbDjuyiOptHejjVYcBdALCuweut","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641250"
"Va+YTCZrBpvHqjMDZlIWKUFZSYXmJYcri/NmdZZ","RuHPWLpJrOYEkAV+HTAbcjcSxpMWsQOITtWSOAK","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641251"
"/WsW/NNXRRyxYTVXMSKnNvXlShmTuvYZyruNDOt","qnyZlbtZ/+RaYMomRyvrXBtgnUXlGbjNYFFaUtZ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641253"
"iiqJyuEVdnPQxyCJAmjWWiYPDziAwQSdqZgPZB+","qELIWNjCuMSXQuwJaiAUYivmelbqaCzmRwhiUuV","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641259"
"Vj/AAxl+/QXwlHoiQbqcAMmxXXqXoaWREeru+VQ","iMJypcLBrNVMg/WvYgsdgXWJtKzHfX+RZR+mVJa","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641264"
"RqAZADZHJUzjztQCWZlXMrWWYlkUcYhneGPBYaY","DZbJYnGWXwTvZZQpeWvoQ/IQsSHCfYvPWQjmvZ+","01","Turnusablesung",2022-09-08T00:00:00,"J09B1521","00000000000005641266"
