HAUS,ANLAGE,ABLEINH,TOUR,ME_MA_ID,CITY1,CITY2,HOUSE_NUM1,POST_CODE1,EQUNR,ENTSCHEIDUNG,REGEL
"kYbzzxQFMwZfYUiOUUYDjnYGXBTzKJOQqNnEThV","QGIoasGQWpZKB+J+PkHQRDAzXCPNAXWprmQLjDi","J09C1622","J09C_J","wahUjalkpxTFWFkyVIgzSOwVXXXTcVsaenHYsQT","Hagen","Halden","51","58093","SSeWeOWmUeonHhoTZWczBzRLPKVkQCQuaiXjlYp","EVU","Standard nach Anzahl Stromzähler"
"/zGSxmEHpfFlSegpWeZaHQATjPhQTEpTRztlEXH","IcFSKzyDWWWAtQxrtcSlzVNWaUIWLMZxngnWBus","J09C5083","J09C","rUcfXw/VwANqtBTTovmUMsbPhdyNTMUPpWoTjKn","Altena","Dahle","12","58762","HvwhXdyWwZEmaUnGckrdYROQ/WhKJZaQXVsRjTy","KSA","Standard nach Anzahl Stromzähler"
"FSYDbQQp+SXSoTGG+CqizntSWYUZwlLCqTHwWPP","UfGkxZ/WBrAZYuPQUARXEJiHjVWWYUWBVCPPfWm","J09C4011","J09C_L","aWzp+YMJAfYiTWZEkugEhwSbwWLQlTVsXQCqEUe","Lüdenscheid","Lüdenscheid","40","58513","ODsI+QUfyOH/KFlUCTIRLXWDtjSSQyZDFTJWXZW","EVU","Standard nach Anzahl Stromzähler"
"vBamHQZRtGkaIyLQvRSKBnYm/WWPU/hQKyBxrdU","ZZVwbCXHhuSxQmCYeF+p/TFVmSUXwCTDGUsOfSW","J09C3401","J09C_J","WJLcdsRfyRXMPqITXgxQhGsRGOsRStA+mkIQWQc","Hagen","Hohenlimburg","15","58093","b+HaCoAYFZymSpbVE/xCHpZuNSmrdMilWcZ/iWU","EVU","Standard nach Anzahl Stromzähler"
"XVDJYTWZuoYIlUWxCcSCurugBaxswQSWhU/ZOTL","uYGmsmsoJTQEzlBkUnEEzjIwceSjSfhjVQCqVUt","J09C1622","J09C_J","QCLUfytmRyHOvSSFhncUUyzuQrNthrkXYKtWDVx","Hagen","Halden","7","58093","CEnCQVwcPIOTyRSFrURqdmIoUQQuHXYRdTXNfgI","KSA","Standard nach Anzahl Stromzähler"
"iOMQSvtMsXIFe+UHhAXqXfDpWYGVV+dvfQEface","Erfh/HxhLx+QSoDXfToxRpGmppqmcKk+/LNLiQL","J09C6103","J09C","pDRgRjYiQqXFToQNBWmWBjXAZVYSqTPhVULiIco","Neuenrade","Neuenrade","6","58809","RXeVQPSwRWGqNQMACZRRmt+h+lzagNyNbVxwiAV","EVU","Standard nach Anzahl Stromzähler"
"OEkTSsjSZDHXFTeYLLhPWtbsojhjRhZZVStXTqT","WObWROTYWH/OOuYZYQmtVfSbQKXBFhdtIHJinmz","J09C6105","J09C","AymazQ+VAVVmkEEBDQcZCKIUktTDzzzcktLOLSu","Neuenrade","Neuenrade","3","58809","VCdXfxzQTTpQRTGHeotklFQWTIMqtUjgBjgLzUk","EVU","Standard nach Anzahl Stromzähler"
"WUgYJYbaypDkzZmnYxYTqnWnyeLtCejQhWRPsf+","uGnFnfdkrooWMiC+sHQiuXACz+uKNYJTzLwrVwb","J09C1622","J09C_J","UhoiXYcYXaTVyfFxmyQMlaeJxLUZFO/sYQEmwtZ","Hagen","Halden","21","58093","FTXulTzIVAeGYtsQnZBrxbUqW+KvnWOQeLUvlJN","KSA","Standard nach Anzahl Stromzähler"
"cdzVkfPHAHRLWc/f+WsZCpSSANSNSMCYZd/WRmE","fvumd/+SkUlZHSPZhXSHwScbWHAskKGZZqqzvVk","J09C1631","J09C_J","BZVTnVLHbTVzRAYUAjYCq/oRKZsFXXSXqreQQWQ","Hagen","Herbeck","13","58093","FZZSogemWXaSVPQpviszXoSYvIOWInk+sVYdZpb","KSA","Standard nach Anzahl Stromzähler"
"RMmwUfamDWTfSMpMJl+qhTTjYPvfCKVJYBysQ+U","LNVBYxjSqEvOkiEZTDQmtKQXQDDqwSTfbRkVViU","J09C1622","J09C_J","UUfOgrgQJ/PQ+cATNSKTNrxMgZxmSUGRdncstjU","Hagen","Lennetal","5","58099","cWoWVScwLyBGWqpQaiXBLnvAuzQZVUFWUEWGGhH","KSA","Standard nach Anzahl Stromzähler"
"aWXcC+nHVvQSJLjDBzgjNxpDTinJaEUBPfVXQKi","TUXNP/ECGaoXrJtBiBQssKLRYEVoYsQneDQgVQW","J09C1621","J09C_J","NNPdEwRGOVQSMdPb/FYklMWHUUqhTuVSbuyyEVF","Hagen","Fley","2","58093","McBqYU/WWHzsZSUlOWlfTyAsh/wWF+TpSRaMrZp","EVU","Standard nach Anzahl Stromzähler"
"SmbwsPGYnldRXSMjRddQhjWTSRldTTEYrlvUweK","SbtsRVHTjEwWATlPYuJpzihnWUzlqgV+KVQ+QVo","J09C1621","J09C_J","/oYUWZ/qnXndRBIomhtPIR+eWXhVOnaYPvHmQrO","Hagen","Halden","26","58093","OFYNREfYbXXgtVisVJYpQQrXP+BVjTHSgpHMOov","KSA","Standard nach Anzahl Stromzähler"
"vBamHQZRtGkaIyLQvRSKBnYm/WWPU/hQKyBxrdU","glklKZvkMwfZgGOazXiu/SOoNVegSushzAcGyKA","J09C3401","J09C_J","w/uVZOeZUIqpiPtNDhlxhptOPUZVCljHLvnILjj","Hagen","Hohenlimburg","15","58093","KWGFFpftBKSFYKTMDjxFZrEyVSSpbxBVAIn+WVT","EVU","Standard nach Anzahl Stromzähler"
"oU/NWkuwgCTQWoPRFCAbnKiTZIWpXagpCDoTxeP","MZnrYzSUTysuJKrWQtSQqskmSBpOWEn+XXEPUnA","J09C5084","J09C","lZVsJausSKnQVgptMbdKRnJDBwQjtZJgQbLKJos","Altena","Dahle","7","58762","D/ugTViBIlGFLxQ+TGija+TLumFZzBvUtsRBoaV","KSA","Standard nach Anzahl Stromzähler"
"zQQgJVPmnQ/ErbYWY/YeRUTiHNPQnKiRlzxxBcW","RVfZwoXOmiCdwWW/rSFVQERzXGvCGsJXUruLXCN","J09C5083","J09C","qOpAMpRkXsTJtQWApNznWNLnPXXpKvJaJrtzgud","Altena","Dahle","39","58762","omgxtDPIOYoijAtwFWCd+HSwCDIFAWFCoZLtYmQ","KSA","Standard nach Anzahl Stromzähler"
"ZvLRDJlSnCYeueqL/NYFZFnallSpfGdPjXXYRRU","'+MDeIUB/rmTYYVsSudUlq/MXKIuylGYNUSJRHsp","J09C5485","J09C","yShVkPSGIcTmnaQEuQVuNKnZjUAhMIrdGEUUqUZ","Halver","Ehringhausen","34","58553","VHXFpTgWxgUF+yDnKBnbo+QSIelQVWRbYYpVZdY","KSA","Standard nach Anzahl Stromzähler"
"OEkTSsjSZDHXFTeYLLhPWtbsojhjRhZZVStXTqT","pESCVXeEFqkTwKnv+xRDMhpswqnGIlRDgGOvhJv","J09C6105","J09C","joRbEgMTPJGzwEAVtDwxAkmYVMEHTREaUt/TghN","Neuenrade","Neuenrade","3","58809","ufRldOZfTdecgPIjFNqzsiXSxZwXjmcwTNAgHQE","EVU","Standard nach Anzahl Stromzähler"
"jPKzkjsxauhJKNPpqNrloxUMgwqaFecNNTStHvb","RRHSXDRKOGVCyiPnEBFrvmvmYQNBNuQhtoRROyF","J09C3401","J09C_J","SExHjXJkPUhtfKLXLesXnRPhhfCdPQlvXirOgBB","Hagen","Hohenlimburg","36","58093","xpSnMGZMTOCBVCZZsgHqXaTWiCUVPWTBoKJrFWq","KSA","Standard nach Anzahl Stromzähler"
"HzvwBNSKktgBTCJhSBRZLpWLCaVVxqBXWxKJPiz","cqviBuBKNOMWEtjIwqFtVXldTkGMiaq+qVHcHxK","J09C1622","J09C_J","eYtxSwOiVQRAH+ZSmkOjYRrLRVjtVibAkjHlCzB","Hagen","Halden","58","58093","Aj+SCEZKeTBTluvrUXjmKmZHVTYWITfhHQfykQW","EVU","Standard nach Anzahl Stromzähler"
"VUrZ/QO/uPFYptdhJOEDWYrCKyRVQgsdGUxQ+WV","SemNjZSQYzUEXTttHhJpBMxXdloQWRALMYXKDNN","J09C4011","J09C_L","bEBsukKXvwZTWEgitpbDyRFGVqEX/xiQSQUyYFC","Lüdenscheid",,"4","58513","'+iXmRXVZYYcaSdZxqzliMWcXXOIVkUtSJzzSjUZ","KSA","Standard nach Anzahl Stromzähler"
"VnmTYyKZaKTeXQDXtudAoxCYQEjnheAnCbmRuou","nwZIFSDojrBGwHMGytQJivvme/JZmgymW+Oqin+","J09C3401","J09C_J","/OOzTSRqijMURP+THWtQFmLB/xtQ/BvYynqFNvW","Hagen","Hohenlimburg","46","58093","QILzuUNqVqZHOluoVulWi/SfAkhrVIGMSoudggU","KSA","Standard nach Anzahl Stromzähler"
"nuGL+i+ZBmQMXJoOm+J/PvTQLu/UJHgDVodlmBV","CTwBAD/FTJjaPVqCWtVZfUc+wVTsUwwrdhbwCLx","J09C1622","J09C_J","SyiTWciY+YXlFbOQIkpcTkYPosuxjIqxNJlTZwZ","Hagen","Lennetal","2","58099","aDdUzizQXAIwoVSwRrTMHWmUBLYn/VCTaiqZcaY","EVU","Standard nach Anzahl Stromzähler"
"aCQYMPpZPFXSadfgjuvPXxOwRfOUhXExeGYdBZp","kKOMDSaSqMCHstEwSGSmg/SLZNIZSQsJcBQPZRW","J09C3401","J09C_J","VZpsWH+WpvFYSvsSLEMwFNBwD/cQUmFMagjQQzL","Hagen","Hohenlimburg","9","58093","QfiDTmGluIOTEsSOYoYvnbi+SDCogqUfcFXVing","EVU","Standard nach Anzahl Stromzähler"
"DNtZQIlKP/Y/D+KZQVWWKbPyNlRHsuktQalHUEj","qRjW+VQVLCNLpYQGizYWFXHfKJPgYRSjFTdCBvO","J09C6501","J09C","V+UmIKBUVjjZ+FnwQkIHlEQkmdhMTNXQZPQxCvR","Meinerzhagen","Meinerzhagen","9","58540","XLWxuEXAkmLFLyUgkHlanmSLkggexVftmpedOyq","KSA","Standard nach Anzahl Stromzähler"
"DkwwrOkyVWWIBRkTyOwrPuTJnhbTRbnIqIVYWL/","kiNzIBczpRTjPXQYUQTrmyAyheFUcvP/gZHyEhl","J09C3401","J09C_J","eYvDQnRYvWfDTXugNSWUIk+uPXQYVIukeFGCunX","Hagen","Hohenlimburg","4","58093","ZaZyTLdBzUTnhUAXfKKYhYkTzoWKwBCaAozGISy","EVU","Standard nach Anzahl Stromzähler"
"IZXdnSRUZTBiCyVwQIbdpYapqoERzKMUPsDZnkc","UDfgcxzW+vhyobXAJQXqUZaIYqrdncrOgvUcSTY","J09C5485","J09C","ZxPhaNpeXpYNLWBOpBEVtZvKroVDOm+xuUmnXtC","Halver","Ehringhausen","11","58553","QznYoAdOUCMbtuzRXPmFXOZcFwPYeDjVdTLWtUa","KSA","Standard nach Anzahl Stromzähler"
"dXTgSmXsWiEsYueiDEjWKAn/SvwdUUwd+fK/dE+","ZIUaZXExRSoFYhWVEUhVUugVZXKNnQ/lfXo/ZZg","J09C3401","J09C_J","UHPmFxnnU/KBzkhiimQRPrYfSVVoZQC+OjKMLQa","Hagen","Hohenlimburg","16","58093","SnSDQUxSyyLUIYYQmzZUkeEuqMDfpqQjRRwTRIC","EVU","Standard nach Anzahl Stromzähler"
"AFEfiD/TShZUjXssVgMmyeUOVlIlovPfeUWwWTm","ZWDW/kScfUHVWNqxfwGPiXdVMXrmeKstENhTFXQ","J09C4011","J09C_L","bfHRUQsMTYUUUovfPYVApBfaQWzdJHpnnhXVZGQ","Lüdenscheid","Brügge","1","58515","ySWnSZWTUXTywCQODDPwb+KdCUDM+yZGtTEAsRT","KSA","Standard nach Anzahl Stromzähler"
"cGljoaojwiOaiQtXARSEXC+QnToWgSXh+rSiQok","sEtrzaRLipVhQIKrTEGcOBOSRSFrrGCSPqZQvTK","J09C1631","J09C_J","'+DzHzRaPjTEWylVVWHnHtujftWdgONVeEQyMsWL","Hagen","Herbeck","5","58093","EodJ/ya/+PUw/drtGXnXgyigFXbXxVzZvorHoOV","KSA","Standard nach Anzahl Stromzähler"
"FPF+NzvQWVl/YTaYYFylFMKZCOFeFXpBlVZlVRh","dnhPMGxRXIsXHGhSs+YgjuViWEKZkUptZamzeXK","J09C4011","J09C_L","WJRRjPtSBDaQjmNtYhvNUXRkUtfkEYeKGeReuXh","Lüdenscheid","Lüdenscheid","44","58513","jHyRRR/ozWQFlYzxtGWXsaMrDuFWElsOtGWXiUx","KSA","Standard nach Anzahl Stromzähler"
"/+EhuVaqtZSjvvoVrRTyRVWjqgUuebzaYSMTgvQ","ZQIjEZQDGkvzYRWnQZsljWdaewaRNzaofHsCvQB","J09C6101","J09C","'+fMVKNQTwVSUKwIocaniTp+UoBXk/ZKQTWimxZq","Neuenrade","Neuenrade","11","58809","MPmChxQFnXhjGuc/zX+oex+AkHbXRvASDKNkQtD","KSA","Standard nach Anzahl Stromzähler"
"pypSNlLTYW/nYXlEPDOpuurCXkiXTRzdVHvjwck","VdrYUZSFiMuMjkgKYZEDJSAUNVTJSwEHYEVZZn+","J09C4011","J09C_L","mIAPpMEwahTORuFSlbKwSnxhRfQjAWUMqT+UXkw","Lüdenscheid","Lüdenscheid","30","58513","lrELsiaSrnuQZWTW+TXUIYUidajZpSjlhruGzJy","KSA","Standard nach Anzahl Stromzähler"
"vTCXVUYhMiBUTylEXDvodhXSDgDVvzVkPGoRZpZ","yJMVigRqimtuYgbDYSBzLHYYYzzgMYkpWA+KXWK","J09C6106","J09C","zYdpjQnjJCSnVQ/SZzo/YCJW+QPvfpWlpQAAwSf","Neuenrade","Neuenrade","27","58809","taNQSJeObEDRnyURAlMMSnwrHPZTFxMPzB/cySC","KSA","Standard nach Anzahl Stromzähler"
"LYcetWerMicgCsFDv/AnKZaZWsjmGaipVtOBFFU","QUQlCjVvJTVlkWV/MtSDcSPVjrcxXan+cunZpkb","J09C6505","J09C","KsPOcNmZQTqlHhXJwUmAnFpmXunYZZeOZZKGQND","Meinerzhagen","Meinerzhagen","14","58540","TMFRKqwfT+Z+rXZYXz+iqIKysLYXAwYVYfeyruR","KSA","Standard nach Anzahl Stromzähler"
"LYszuKnYoWXdvTMSKQJZWToNzmcUFX+rWZOTNsp","xyUWnobQrTkXMG+QVaPOYuOUSXR/TehoTDCkwRW","J09C1621","J09C_J","nuqfYCnUHQXYnEkTt+XlH+gYfCwusqBZ/uUVuRC","Hagen","Halden","166","58093","'+ZdsetMbIBQYXMoGyjWGSeOrUJYLRMaTKRKBGXk","KSA","Standard nach Anzahl Stromzähler"
"lJLUDQtWwAzSqTtFyTLVIWTgLTLnoeTQMNrrTWl","zrMVenRazxQfTsUTRKPWceiWZXjQcSYfa+uUDsl","J09C3401","J09C_J","yyJTTktGpzhoPtUvJTcvYspXSRGzAyO+WohlQSn","Hagen","Hohenlimburg","6","58093","zbrrRXPhfccRVnzedYYKGWTRJSVRvWOWJVofPiq","EVU","Standard nach Anzahl Stromzähler"
"QEYOUuZgMbkDgsNMLWmgpYsoZQQpKWpAvGRNlgn","VAGWmimyqywjhUyqqMrjOurCt/CnydXJ+uZSQTb","J09C5082","J09C","'+fQMjFGnRYWWoUFcnLpnTYcT+hWcuXERTHZJJHl","Altena","Dahle","14","58762","hAJKeWYRPDJjTNYIMTBjmWFRLRRMsUCDRCTejRf","KSA","Standard nach Anzahl Stromzähler"
"zNJLbUdZoGNTfEQXnrwzORRXGwkRkQm+DuenrPB","FNKNXIdDWXDZFWYQ+yoqnQiKmWpUdrkfN+VCrxR","J09C1622","J09C_J","UhvNFyNSXnp/s+uISx/ZJSdUXtsBYnCuUDMIQGX","Hagen","Halden","6","58093","AmphQZWVx+KZJuNTJiezxETnXNKomYDauh+RaKv","KSA","Standard nach Anzahl Stromzähler"
"/mTnXlVvAULLJTsJUkvQGzfVTrRtveWMYbQGgCW","wJXgTAZuWO/TBELUCiSfJdWxcMZHbX/mXrSUV+H","J09C1622","J09C_J","iCnbLFaNWhSEHEZIQOkzNOPFTzuMpsdMWeXVHWv","Hagen","Halden","3","58093","rUqsNLQdZWyXmpURVsSuqUJIvLZFjrEhFzwSYRV","EVU","Standard nach Anzahl Stromzähler"
"PZKnVWjVVqe+Y/ycatVWmWcWZf/QmwqUhUBuzZj","b+hnnObZQgzIqfwXgE+EUWXCwpCKvfuGSXOZhVc","J09C5485","J09C","jNWyZhIFVYRLIWnCRWzMNHQTRwBYB/EQnuCXTXC","Halver","Ehringhausen","21","58553","QkjAXmrLCPGXXQwlDN+UsxxEOWVBUXjMklQFv+o","KSA","Standard nach Anzahl Stromzähler"
"fYPUuuufCQBhJxGTTXslYXvgegSQNZfRVtilkoF","UKMDhGUZIJaLsL+FYqJSXSB/CZuXmdVWwcSObu+","J09C5084","J09C","QCQTgwCXGCWlQeBcQiZgKRXjRXlpFWHBXSGgIeX","Altena","Dahle","3","58762","RvGUTWMRMbtzKJuQJ/DtaHaMkfUFSVXWVHPBbQp","KSA","Standard nach Anzahl Stromzähler"
"QRLgTyaUwMXXJyksrTeVIYIZkBZyURMIIKlMQzl","fpHwjgVQXCaxXUWhdoNPucktWq/jPavQVFvbVEb","J09C5083","J09C","FCgISSIonVyj/UEQhLT/UfVwfxTziwYPlpFLd/I","Altena","Dahle","69","58762","xlHeZTQyyoQjHTVvBwXyFRaAQQPFUsKKTRM+NsL","KSA","Standard nach Anzahl Stromzähler"
"FQ/bYvPTmRCqZSdvCBnZplOpCyKAvXLYFRmSinT","AUJRVwHknSDSIMeWhmVn/mv+xUHscrhpT/kTYLL","J09C5084","J09C","QCQdLlPTPj+eSTYKjGIAwDUVAkG+QTWbONYkABT","Altena","Dahle","18","58762","ezoTfyDDYwYZmnraRNXJRYJMeQHXBSmgFpuJOuc","KSA","Standard nach Anzahl Stromzähler"
"DUkoPbYQLMqOgGTfYzYdOURrSAgbDMhnzpReXcn","GTwJFXQ+lbPTQwR+ZngcfnscIepYZyocWj+SvsU","J09C6102","J09C","BZZCyfJIbsP+WqTjYSPkRcNkYXIzVeigTLPqIuR","Neuenrade","Neuenrade","56","58809","rJoZzgajYQMYqTbMCLzkGRgRmaTwykYHSkYzIJt","KSA","Standard nach Anzahl Stromzähler"
"y/IJqVYEhYhvFNAYcfVAvCSQQzsVUThGpYWWOFH","iWWXn/iQzeOtWMkRrzbUspoXQcqRiBxrIRolFcf","J09C4011","J09C_L","rzxcVWMmzVJAQYHMpUGnTtsISSYtRPbxGUzBfZf","Lüdenscheid",,"6","58513","XHXhIjiLB/HkBSSDoRXZhuhNwdYyaBqIIWQQnHz","KSA","Standard nach Anzahl Stromzähler"
"ULrrHv+aDnIVlfVvZmZahrOZyQNSjcSiRiIjlPb","oVPRVpZkYOVDkYGBwFQroUQdZvfRlIApFsGNrTr","J09C5485","J09C","rUlACAfdjwJZdkJDPnLITPwvgJWriNkNXVLp/W+","Halver","Ehringhausen","15","58553","OsQdnUaVUKUFpRlKzPzuyHRzQhhfUJZTOospvEf","KSA","Standard nach Anzahl Stromzähler"
"bVMQMVYxlQYMLVDwuZlHbZqDcRKYHXWbPWIZFQm","rCVB/aJJSOMv/FzwYctrcSPmRSnUwPGXNYQNQYB","J09C6103","J09C","TqaUkhWO/XWNtNofmMbglKzW+GURRoOdv/IVa+Q","Neuenrade","Neuenrade","14","58809","wSqZYUNvriatYfQsCfnOjVCJSudZfUpzgjQBEJT","KSA","Standard nach Anzahl Stromzähler"
"dBRU/RERYtRgMrStSRRgZgqhvwSW+cG/xzZUNkW","SWVSBsCgXFVcHjbQRXuyHQ+KsgKdChrRhSQDSYo","J09C3401","J09C_J","sZIaEQCXihPDtCCRTv+SKcR+SspVRSnNgBBUlBk","Hagen","Hohenlimburg","15","58093","dJinDRJummGNbasSS+wORcUzeKVZMhkpWJURcCM","KSA","Standard nach Anzahl Stromzähler"
"UXOXJVeFXeOiRRqZUXEVWXwgVEyDUkgiGrQHSPN","TWdQZsEfgQgKELSJeFccBDNZTXXmORSJXi/YpPn","J09C4011","J09C_L","/OTSQVVHbsaZPiEtk+WvFzCVbTmQmzpnCrVyYvY","Lüdenscheid","Lüdenscheid","73","58513","wSxJ/S/wPKBZwJLegfpeRAwdXaLSVZnyWsgLCQN","KSA","Standard nach Anzahl Stromzähler"
"pragsFnpqYreTjuPQVQkTnhHlWlmpvHcXTdJyES","PgXPUCKJqb+PWzSUWBLnZcroEvmlQIbxnMjTvaU","J09C4011","J09C_L","WWBRjUXQUKUXY+ikzPivHW/vSTpSRv+QTOeTKbi","Lüdenscheid","Lüdenscheid","62","58513","VnaXQGQmZkRcH+YRjtTGCDRieEPdTRylgUVVTkL","KSA","Standard nach Anzahl Stromzähler"
"XXMCejTNIMjAURihsiHjeCQgNvZKwIDmZzJYZJF","PRUzTZaolgWQIbVgiYukeRYBiiVBqwvXkcaUo/W","J09C6101","J09C","vVRLgbyVomVZePCBrU+CJTXaZXY+HfQSZWb/YRZ","Neuenrade","Neuenrade","1","58809","RUQTGjqAvWPCEAwLWrY/WTwqANAZdkVxhQQfVht","KSA","Standard nach Anzahl Stromzähler"
"fDeWUPuYTRHHOjIXjYTkNIEQxZvUxiSlVgZwvsV","//VQCwnogWHIJTvdSwZPieIZUPlfSWRdRgYTRtJ","J09C5082","J09C","VQeMXUpXtJVmdMzRGTLQotirAoMZkVcMsmUTzSY","Altena","Dahle","28","58762","oUrOSSILOSAypNAUouqMubbwc/R+TBOl/AQSRrO","EVU","Standard nach Anzahl Stromzähler"
"zsXSxFKQZgT/LYkQqcuKTGnyKeLNcdkzrSLFhSJ","cFHZihXnYxxDUxXeWZGqlbZoXsUK+EZYOMjUgZx","J09C5485","J09C","MdjPnTyp+gQrjVmN/ByUsVQoXadRLTXSSYzyZxZ","Halver","Ehringhausen","26","58553","DEgPCTElxrvFmHFYXVjpRMwOdvnfJiWfZQSWUa+","KSA","Standard nach Anzahl Stromzähler"
"sEDUxizHnUvNYmKvSS+SqqDDRkakPQSxCWmPpbk","UlUBHfaTOSLzstYnBDEWGrqYSveHQCinVtifVmR","J09C1621","J09C_J","tHkqpJSjVORXOYLWm/YIUqNHIilNtWSYTBXjZSk","Hagen","Halden","16","58093","MTtSWmeDOhZJKTnzdZoUEZArzXRmdDHmeSXonxZ","KSA","Standard nach Anzahl Stromzähler"
"shCjWNGotRYznecOOSJ+UcAYPVZHCMMHgjhVGsU","CVgmsgNznaIcYZYiQeS/ZTrEoiXBFXEtlhgboLA","J09C5482","J09C","wbCgADiYxVZTZTGGVfzSwhcBoYvoYaZDQRtolc/","Halver","Ehringhausen","1","58553","kLTrDTXtGzRFKABfeKzYmKXyJdikyTVekmHFWkU","KSA","Standard nach Anzahl Stromzähler"
"CSYsrFRXAPyyEYQiyHmUKydkWZrxVRtf/VBpTZw","wXYHSGx+nnhNRQtiV/zZWDcxRhZXTSHFVNQfQvT","J09C4011","J09C_L","FClyioJgRxZVFRonTzCVgnFURQZSiSEIwjUZSsJ","Lüdenscheid",,"7","58513","htKZpNY+Q/WJQzScZYClWIYdWnCWWYUDDqcoYWq","EVU","Standard nach Anzahl Stromzähler"
"oLsKvhOiypKiWzOYGZLFUHyhUjVWCdFVOExVsuQ","LGUkoDzYQwqhQMSPTMFWZShRZWaXaMSTCPYplZg","J09C1621","J09C_J","'+fVQTTyneWDNt/ESUXBNCrugJWbYUEwSqFus/GU","Hagen","Hochschul-/Gerichtsviertel","7","58093","o+yYcLeIFNdWNZXxtGadEvmhiZRjnikNfKlOcQy","KSA","Standard nach Anzahl Stromzähler"
"ZSYRJZqL+J+EbZhzXfVFeIUGbFEGSSZgZMQVAZE","XTEqCksGKcSbYVf+J+lZmQ/dJNQQki/iVIJsQGz","J09C4011","J09C_L","s++NbCIqSXqRwRzmVEZaOyjXZzvwqRHVHNLiFxI","Lüdenscheid","Brügge","999","58515","ZOTzYBpI/rEjoUUjTWIMthVZyXYwnXsaItXYtiA","EVU","mit 900er Hausnummer"
"REVUFALTuxhJVW/AUSaHTpoeeLSAknOZLyLaOrp","tBoyFrXYjAYtUvDVSYUlGFnh/uYXmXAyTVprXSE","J09C1621","J09C_J","idQjitKboQnWgNCOTlPbr/O/SMVfniXqIzhoVRm","Hagen","Halden","6","58093","sVXTPTrg+AjezaTqaQnYJWmJvUXiW+kqiKRsVJO","EVU","Standard nach Anzahl Stromzähler"
"edjhJrxmphtskqVMLCTXeWFg+UYUqLVYIxOXQmU","h/+pRapEmySUJYLZIWCxYStftDCxZFoSzUCveVs","J09C5481","J09C","RNZuiJaHR+frevuABdXVpOKwUi/YKykVlMlQMI/","Halver","Oberbrügge","81","58553","QZsUqRaDizxsmiSaXHY/kkWmnkebD+alUQwRSlG","EVU","Standard nach Anzahl Stromzähler"
"OIHPKhqXuDGERlgARKyARxqXbhCZCEXdHYTuwSG","PGGuzDmrXVYHXLsDHJtwqTYcPVfVWUF/ILLRxBo","J09C4011","J09C_L","wAJvtXRj/WbZUBoXCdEqlcgMlrJWHQjiVKQsiOU","Lüdenscheid",,"43","58513","MaHZTJFQobDdXUVcvGSWCLbbSQjjTOIvWdFXnYt","EVU","Standard nach Anzahl Stromzähler"
"jxrwilLHKDjUulFVfUxZNe+/VRJefYV/FpJorTW","AXaiCLUSLgqaQ+zbbYRoVBshZVzNI/SAKwKhXAn","J09C3401","J09C_J","DvFdVLUsXRcqPJReRVrPymOrZcBHSETUmzf/jUw","Hagen","Hohenlimburg","7","58093","SILSUsbfVQFUpyWWFP/npKO+H/QHYyTloQSZmRM","KSA","Standard nach Anzahl Stromzähler"
"NnIOiiEsWqoVZXJYGsk+LxdWXyUtUFOsLGwKkKY","wOoCOPUXWNMVZ+TFCF/fNuVYZsmUQOH+aXhPStf","J09C5082","J09C","TqdWWsJNDiiFrcIYwqYRvXJVRxyNhLWYwuQrGmj","Altena","Dahle","69","58762","SXJqSuPajDh+wPwD/ReYyWZpxYjC+YIcQCRqWHM","KSA","Standard nach Anzahl Stromzähler"
"/f+lWbePVYjpGJqePWUyvd/IpQe+sswmTlVTC/W","pooSuvxaXZiuuxjEojUvvBlNgZwVTLzaWaVgBQQ","J09C4011","J09C_L","CkCXmmNzwhGTKWsrNQdmWXQvXRK/ShIQLWFHmnC","Lüdenscheid",,"4","58513","iVeRQFaQUkPH/BpwKUhMpVqYraTQctwWhVRfPxL","EVU","Standard nach Anzahl Stromzähler"
"mUSdlkmrtBhhvS+QHDvAGUgAQsBGnpiZvRAMMhF","ZW+dVbptWLjK+oVXXofFZWRIEnzCZoRatfJZQKo","J09C4011","J09C_L","l+nQvdZHIbcIsTVYCZqGRPjkSZELjCUFciTaLiQ","Lüdenscheid",,"21","58513","oFhqWkRwtOgMEOugm+QZwevuQGZjVOBDdaskDZC","KSA","Standard nach Anzahl Stromzähler"
"vRgJFBCW/uQaqWcFWqXwZdZYTXrTnvtWdlLsOfQ","UxzvvAXqUouQSOUrCtNYNEBEMxBnU/aUUiVeoDo","J09C6106","J09C","dUJ/CYWPALgnXuUIAOOSFQKRmWgMIeUjgZdfUQF","Neuenrade","Neuenrade","23","58809","TsuazZfyWvaxz/XSRWZ/oRVWAVaNQcxvYsbVPYW","KSA","Standard nach Anzahl Stromzähler"
"JRClzzQHVYwwtdsOvwzbSSpKbersMZ/lI/WrqTT","NrMonrtdLFSFGuTPzpTYDhbjGMXrlLAXKTdEW+V","J09C1621","J09C_J","nRRBzmvXPXfrKPRMTzMZGnhRJX+IkjBVVrmSBdY","Hagen","Halden","23","58093","FsPGXS/WX/vONiSYUYUxImWzOCTUDkU/XDZlqte","KSA","Standard nach Anzahl Stromzähler"
