Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"iHSjXMQOQKT+TupOrvZLCsiJoBdWHQNNZddvtAZ",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","HNgl/FayzYWXNuveSFBmyy/VHrAFoW/WotLWVru","yszocVYYGKBohcSiIIMZQbVcYZFytQXTiysrYZY"
"YRqWMmTXfcWNUKNfGZoBhQcNqgCZRukUwhl/LdU",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","bXKRAqwuSrLxg/M/tF+/KUYATSSclwjJSkhxYUW","JUWExCdgYPWdkoZ+pQKxpDWDcIwYQJSdQYDlGrW"
"vaSWSFaXtOGfNCQOFiVWwTMnWinTyRYmgQXFiTO",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","dxmqgWWeUPYiaUVhcDtiWQXGZJTLqhSUOlgSebm","HsXDhkhZbUYDlYSQKRtTQRWbTYUwMl/WuTYhW/L"
"FhvS+YsVSJRw+ZzfBaoShDRY/gQtLvVYzvXZQoV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6202","voJnnQQVKzOivldtX/NTTRdXSHnSNRnkBdTzWjZ","ckTRhPukXjBjHURmdSdUM/krsyfuqpTHpAyIcbU"
"KYjiYYEZVNmUcRoAGXEcyOAFSURZDrUIQPNnLwt","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDJ 273","Sonst. erste Bearbeitung von Eisen und S","J09B6251","bsEWkZVBIwyMZOtwFcVtOU/GmSXdCRBedfHXCXU","wcHoRweZOdoHNBZSiqgGrvTsTUCZ+EueTRZYnbN"
"qGWr/YawnThHNEZkUExUcWgzRsTUKCQGRyCNEyj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","TpPkQgtcqbqBvUfVXzYSrsURUOUVYEW+oW+YZ/p","RTiTSQuLPYKR/DFZlZ+DYV+tRbsbrCgJCorjZWd"
"kSSOSSwroBRWPXQVVQuGZ+B+mdJrrzUZaZajUYl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","eYxdRboYXFRSnXFUAVxg+CWwemETNhntiDyRNQG","SYJ/G++iLxaRgZRUbAHIzfi/fQUeQLKArGr+fvU"
"RIVqjkovwtCTVPUXiGXiKLTTTQSzUbzVToYiGVW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1301","VZ+bQJsQuUqQUdhAwUUKPcZUklYMhrmCGtCw+MV","NzSwwN+sFUOLqutZRrXWiSbnXnTWybHyuiWCsyP"
"hQxtPuMTpVpFsJugJrtWJUdycbqjOsfRCCIEcCM",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","F+AWUCOgQOsGglKv+IwkhbSRTQbQSQtedLSSZEt","RJOhGItEcRilBkWaUFIGhlUZoBLnZkXn/+noXoX"
"XFkUiOYIlUKu+TUGynaVW+UgroxRDOLRRHpLN//","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1611","vWSklTQUJTbxTQDA+SLUyyRWMXSPYRR+DKkcPUX","uXmsAkoDjfnocmwtKieTUKZNxzEPpdSqBpBFHMW"
"zWlcZGLr+kASGHYVzrOKJXXURZcSZT/cwLYEnNR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","QFGwnSTIxXvSHjovSCJEfxaQUmWRQuSCJQazVQq","Hfxb+UMYmpQVCXKKgmJNsV/srBVrXoffcTSWCpT"
"wKTBZRWTZTCWXIsPwXHBRELfy+IYnsSTZzogzhh","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","gPqgRnHkGSNPQZDiTMnuoTqvdfhbLv/nhySY/fR","OXKtWetjQnacTYIzyzBt/viFoMKRTitgKJolWWV"
"Yd+jLSCoffyGccKdzXrEdomkjVyiZSUOTVAZoJW",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","WjmZfhHhySksdlSVZdS/yXYOFULDzcVXQLCTdVo","TSskcLXFBbWZtqHXnuUcu/ouRHJGQwEA+OhbnkI"
"DWYTsZX/WLbSN+XZVqZxVLTZiMN/QfTsvlRdSlh","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6253","lZgtIJGWTxrxCvignbTjRZ/zoArToXWZZGkIeHZ","aTRcTYeMfpHtjtUQunwrOI+LKVxpKRYoQdQXSoS"
"OVMgkWHiXnvXuS/m/zLFUHURglZZHseRcKZTTTl","MISC",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","AAA 013","Gemischte Landwirtschaft","J09B6253","e/wPWtKlVGMeEbnGQQpSTSDXWzjlS+KsJzazJE+","czdxZYibhGyNlRSVShJWNjnUeRJgnYEihTRRPuR"
"RDSFlucTbWILvheDqnWIrJXZmllQSKykpSKGyOa","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B5431","ylNwGrE/sXEzYugUexIgKQJCwTgUSrWVnKqYclU","uMvhGkHUmdUp+QchUlIIlehSScWipSLRUfFfYhd"
"mtUj/XJyItuKmRWmt+qJjoZBdCBeidYqKuUQSvX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B5431","iUUWEsfoMJXTWQdnSQhluFkKqrVbYhBntvXXQ/m","AESrITAVTluiycbUlOTtIAd/LaOOhcU+wESTXUZ"
"KZE+bBVDfEGtZ/olVQYwpMSW/Tb+YBWbxoLZVhs","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B1521","NiXTpIlULUETtBXiZDFZcPIKKuGtQHacddXPXxS","PUkBHMT+VMgSEmRFxDrUqVTayiOzkShGMgQZXWJ"
"WOVq/RQezrXP/KeZNRuGtQeukKzXzcL+EaeT+PN","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6501","RI/KyVZcTRSfSRusMULTggtRzFRPqBRbXQGVoVT","GV/MXvLaqa/lUXOekITsYWfUiWRPAgDLdezsnVB"
"wOHVQknQZBBfuZDDXfWkEEtmvlkwBQUFOtpbXbR",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","WBgYcTpJYkgKBKSiVxwERCMuHztaNQmlNuZMXwG","OiFbTXTaxcKtjQeVGV+BaiMIXXCIxUZxTThUVwO"
"KaUlyACYBdjXRm/boRxKpwoamkQXsdzRXfeQEEh","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDN","H. von Möbeln, Schmuck, Musikinstrumente","J09B4011","mRRZGptRQjfSQczxsFbZGsh/ZVnPWWXFXzSMUWG","WcgSBTfGsSmeqhnr/slxuRZbtWlGahXuQrbPdTE"
"hvUwSzZfDuRsXbaifspzRHVWztVSdRsfascsdZE","1069",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDE 220","Verlagsgewerbe, Druckgewerbe, Vervielfäl","J09B6505","fstRTxMj/MeQEUyYYWTNjrxVwTiOCTLIlWwIgsq","sIGyRU/srASUciTlDViUpkbIF+tYfgVRVjZMc/K"
"EHQBAKWmBMCkhiNTzzRayhioWTrHXRyNUAvYXaJ",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","gNzT+zSmhFTRACO/ydXuWdsdjUbTfiIMhVJtyTD","sTKcqAZBpA+NmtwYDNy+ZuqTTAyCuRv/wIqxQat"
"KHDSNpthUbuRkwsZGJwDXDkSSftNOLUBBgPlcUP",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","zvhoNV+UxxyzaaVnShMNlVd/CMTmRLefOJlEyRS","HWZmhQVhHEkcZvXkUklmtegQSQLtivys+GPAxBj"
"ArrmnuzfxSEmwaXQTKdNZcrJDmbTqGWTbSiSWwV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","ERRuMIsCwgQSVYSYATnvkJiuJrI+QTQWknuYTVC","aeXDWZnxelCvSb/TAsKpFcTqYOJoWe+RTYwfrEs"
"NyiRzvSSPF+NndZRRvvXJlAuH//kzplHSSYUYQD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","UZJslKoiTrSua/KQBbQgWRdiQRERuQPTpyapXfR","bKhcqiVyQZXMYRRxwyfdvSUrwiWRFLRpIbojvQB"
"JQAfcKNXToDYThQX+ZTQDQikhfWFFWITTKqVOQW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","JoWNjhoVXbwDpuTTZRekARZiKGHb/neISQHCoCU","nXAoQlQyYR++XMPpIAkYt/CVhEEduMk+SWRWjcl"
"DUQlRPJTXEbmFtEBXXzrAhZJrWQEhmmwqHNhwrx","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","AkHR+IXzLIxpizCJryFJihjTOGEHPYdaFMakRBb","DHRohFsKSbWUcxTSPHXTThWKXSMMWQXQyDVTGzl"
"XuMVMJe/wsUGOLGv+QcqQLRbjIpusDhNtHxw/iu","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","VwYFbZhPUWmm+XGOTScfFqdqOrytlXYROidIOP+","AB/FYarjQeNKqyWrRTVYETFRJNYa++AFkR+un+X"
"nSVETFpUBcUzVWEiNqBzM/mukQSjtKUvRNSY+kl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","SabHBQiQTghZsxNhBzTqAUjhwIRHeEvPpOWeTvQ","GgiWTXUdZ+NiZvJB/aVcUMSDBWMFjQqjpxErYOg"
"oXYoWmpWoIStHKYTRTOQkAxTuAWsRaZoVYvPBgQ","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","BD3","sonstige betr.Dienstleistungen","J09B4011","RYhvNQmKybfYZyQmUUfvwRJPVUXauuJeVkUlUaV","RbvuVuXQQhRQxGn+rTwQltKDTbVpJiyHRCISuSH"
"IWBBLEvSHp/nVYv/wDQkcttRkZxXV+ptCAdjQTd","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B1612","TxwKZghWMzXNiSRVMMWRPYwdXzRjThdoPWSM+df","DlyQaGGSaUvRUfGuW+ZLzmkOVgMHUOGXdWojMKZ"
"RZivPoWnmhYcYXnlYLEFzWZUdfNnKcMflVzQZaD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6202","/bTZAegEqVFyXfISxMMbimKqNpvpCR+heeEgWOW","ckTRhPukXjBjHURmdSdUM/krsyfuqpTHpAyIcbU"
"KnPxkEDWnnZsD/KlAhRLsQuJTXRZMQxYKT/cWCF","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6504","mDCSqErWSubItAVsRdqNJXvnMvcD/JuhdC+ec/I","QfacOSfvqUTZVX/ZVFpRHXmTwTmsLMRWykyNCzQ"
"LgTFMMHASeAZmTnRtFXKYBEDXVgRvsyojwUXZEy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","LHJjTPOSKUWNMNRuSW+cfsUGRYsEXXTXmZmVGuR","uGXtNakZorvrwQCMylZNpthltUQXMRQMmJoQXml"
"ZRNFJOFePeVbkSvaHvMRVVkTybposBYOzvR/N/P","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 912","Kirchliche und sonst. religiöse Vereinig","J09B6252","pQVZNaXlKjopZdeYVdLuHbHL+VAMATvmtJWHWDd","SlGITBMiCyRMrV/SfyYJRUkA/znyfe/yvDilVY/"
"IbZtbwttRARWyHiXbxmR/rppxxRr+PSKTrRZLaU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","yYgBIAFqRWUUYWvRSdVZUaksbO+FmUZWTMzXUPh","aPofQLjmjgUhyjwZtbpAkkwxBaltfejicHwczgS"
"YyTwVUdvgjBSWxWqFgaupHienwXuXKJnX/vIgEb","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","eVlHQwzfYW+wauVLXxYiPbiVJmYdUOxUFPyJjYB","KbTUHzVGeeaUnnlhYXwDQOiAUXUSXwyAZSUNxSq"
"USQrgYKRFQHMTbXHJFsUiWhTSXfMcd/Ogz/s+ZM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","NLToWviQuQLtkinxUaofYXCm/NIFjiWPPTz+oQT","HcLXRQgMXRTXCYxiPa+syUQhEfWkBwFIeRgQHYI"
"yWhptsuzgT/SYeXuQaLmyojSGgSzjyGUWQxeEQC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6502","VgRVrmTJIsBrQXmKmEeNVrCWqaQGrDQXXLKiZUx","VtGRnncYtEnUJJgg+UReFdMQkqTLWkAZERNQNSR"
"hCoNsZFwYVHXajGQYuYVcyjNvWRvvSHzgQHWhBB","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","FjcgvexAfUpfcJQqadUVSQIyjIVWDlYSAWYRxrQ","eJdLYSDuXZHeqxQNboWTORUPqGEFjAXkFXBLCrI"
"RxbxwIGlnUAmLQXBYRlNgOvSfmkvghffcdqdKoW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B5432","RVgxNDACWZGoKsKacuGHxJAyckFSgbBoxqGBZPU","aRWRML/uQbjHBKOxgNCPUKTziXSZ/QsDALRoyHg"
"TsDSkDeQCnnrfKNcKVQgvHZhUZCrp+COSoZAhzT","HAUS",2020-01-24T00:00:00,2023-12-08T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","STYEsqMzat+mRQGqEVtWZGmcpNGwxBHJKablizY","ZnZkAzWosmonvI+yTIWnIrl/UuuvF/WvY/VTZgU"
"QVGkiDSPVcmQtSPFUCTZsMGbryKtbrpXVLCYLVv","HAUS",2020-01-24T00:00:00,2020-11-30T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B6503","nQzatpUQKsQsirdhEODMuUusYlM/q+jQWjU+xDN","ZRhgRtDmQUvWVGBMpYTxNGIRvCZuAOmLPYZKFoS"
"PSBhwrCplMmNtzZcaNnMqCCqF/xVj+qlTxeWc+R","WAEP",2024-04-04T00:00:00,2024-04-04T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","LiPWnQfoJzd/SeblUXVMxRNIoMmIUMKuUnzavNl","QdmTKIZYfOewgWDjWeVfIWxwGSXS+zXZuIWlUIH"
"TDPArEOdXyHEZdaoVXPKJbMiklSBwJfMSZpSSJb","GEWE",2024-04-17T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6504","QPakbZsYwJTwTVkZTIVkMMSnEHWejiNy+RBWdvV","BHJGFKflvaYNZRYyYlXhTO/FXDehVBJTcKsSVMk"
"xETbBzkiODtVafukwUXGGRVnRWZiRsfaYXXVuKZ","HAUS",2020-05-28T00:00:00,2020-06-08T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6502","ggYWdbLo++RctJQSVKMBkWQWyNMZvzlYymBGAl+","XldFtXGJoQloSvDNDXQTNcWZlPmZJhOOfpUHWYt"
"/utTQgRNPYMRFTocKlBPnNCpndVWKZtDN+CQcCF","GEWE",2020-06-04T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B4011","VUoHhtTVJc+UnpkYIpaTZSKpponqxvXdTA/eYuu","KIMkfYKNaFZwVgMVAZpOlxeAONVnfoGPAPBzWG+"
"FlTDjWZ+ccOtdpWDRvZndDCbDlRXfVefCXZMSyS","GEWE",2020-08-13T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6251","zWSfwAuyiWIGhKgoECjcFCvjzqrwBGTRCWdGUZa","pjWSFdhnyRXBAzQgqohJb+ywqNM+JbTwQXbWBeJ"
"RnaUTZeKRVLTuvCPSMSmPXcQTeFXSA/f/YagQAB","HAUS",2020-01-24T00:00:00,2020-12-29T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B5433","XeShQLIXkZFZwLQZHVSZRODhnqsTDeZADTacnQW","AijUQQXtXuyWSRUiLWZNJYEhVkQoUbLQbjmhiHH"
"xfoVyBPXEb+RMGRyEqHH/wTzrQnSTIjVpXNYcbF","HAUS",2020-01-24T00:00:00,2021-12-14T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B5433","zEZOIXRhWOPUcjhhXQURPgDRhWW/zoiSKWvRXGl","AijUQQXtXuyWSRUiLWZNJYEhVkQoUbLQbjmhiHH"
"zcOYhvwvKCXKCfycSORUVULWvSDYnZcTDNOXvTI","HAUS",2020-01-24T00:00:00,2022-07-19T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1521","dTnVokwYHVZM+ZTTHZeGHTUWSQgtUBDQontUQWV","/MttbtSaMvZTvJcjtalG/YPcZRnsnOWcjiKN+wm"
"MhRPmwMQVqBaAhDzbiiXpPNdwAkMQ/szEGfXLsM","HAUS",2020-01-24T00:00:00,2020-10-14T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","ljgTYz/AwfqTvvfPEZSVZ/qUoXDHbgRhLn/KLxb","nqKqsIugKYZnOach/kVReAgnVsjWIWEqvGV+kfK"
"tHVdkhldCtIFGQDsIoW+wrXwfzGSJwbQVTjOL/x","WAEP",2022-01-25T00:00:00,2023-12-05T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6203","XBMuSXPCeiTXxvoCAp/SC/DCSnAjzEwZNdiThDF","SQZUPTxKVFtXX/pWXWDQXfEbulUA/WvYsQVCCse"
"ICgqxCy+FSfQtDRarCuTamMUSQNIQzBrSpnZ/yV","GEWE",2020-01-24T00:00:00,2021-02-04T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","HHA 555","Kantinen, Caterer","J09B4011","'+rj/gsLnuRuaaygIODxZuMRgkQr+QCUGnABhlvO","UMV/rcgGFsIZlTVXOJTVYdGJBTTjBZvJKSBWaKk"
"ayUkO/vzgwcmHTVwWWfdixaLrYPcBANjJXyVM+k","GEWE",2020-01-24T00:00:00,2020-06-18T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 538","Kaufhäuser, Discounter, Verbrauchermärkt","J09B1701","gT/woZoRuRnpbjBh+WUrqXfJlJXqgMxdem/VYwS","wGMFUA+aqGnmMUYREbznTwjWLTsAXujDdHnRTpX"
"QtBVwSIkxfej/pwakQcNgNve+cGE/CCx/E/Bguo","HAUS",2020-01-24T00:00:00,2022-04-01T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","XWqIxekNqWuSjfnYxExanjeEdyHGYcOIBJJSTzF","TRuWPMPYnjNXbQOJWMVoDxsbAddDdIiQAgToZsZ"
"KivYjoUjtelSbVUJWtN/vqQeLNMjERxDcgW+WZk","WAEP",2020-01-24T00:00:00,2024-12-12T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","PlDGQojUBL/IYhYXYl+QwypSUnXOmtRoBMZaWnq","ZuQwUBWbKIpW+HDRUlUgTAWpCQvRtkOLKJgQn+U"
"bOLVWpnqEXYnunTUFRrZIDfykpXRlyCSt+jskZM","HAUS",2020-01-24T00:00:00,2025-11-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","BwDYzriagmG+HczUqSUNPsQCBOYSkzUaDbDnYZU","NzSCIkD/CbhTfYdTnJhYkHlBTWMgZYUaSdTTZsn"
"RNeHFTTwTbMXhJIDPGXoXEaVacSOuvToXDkhbtN","HAUS",2020-01-24T00:00:00,2023-02-28T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6503","RYZVQTYOUbQ+ZozoGBMRHfdmSVOysTYyEGYSkgT","hPx/TJpyDhJgWkMSjKYrjVqXvbRwvyhWFQ+zRES"
"HxpiVKDAkcj+TV+crVTXWpdVkrVNNPHQpYKtcVu","HAUS",2020-01-24T00:00:00,2023-02-28T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6252","ghLGmmZUYiBsuuvNLkF/PNAjRXwKOXWQVyAVnNO","UWwIkOZmFxavXZGDQPKnAswYZprdiiGy/SeeQwO"
