Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"YnNFRixedCanZYQOliaRKmVQLbyHBHrrRZZYlqG","TPbsyK+WL+WTSOOXEFWyOXGMkwRvYdaKV+AvQ+Y","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002317936"
"sMQoEY+xYkTTPWVcHWfieOXeDcRkSdXnPOjgzbs","vGgQYLabsozRTTVwpBSKxngVyLRystYbOIDYKhr","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002317942"
"WQErAEUSx+uqkuKlphEnN/DIikbuvrTOaKgWrQW","oLNXkgSRfbTDUcmCRYRRlMqTZPBoEBrzCX/YNwb","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002317948"
"TUEIgRYTW/X/qUlLDhsKDaLkcXqgWRTXSTpGnvz","Bo/bTrIuSjMYUjcbghDUWmXTZ/vATWSnTiouzNm","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002317957"
"XyKgaZvQRUuFXiWGf+HzVAVR+mgSqExNQlYZmic","XMTURRnPbvJjRoTPoLsGAghvuZAJMADeYtvrJcV","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318017"
"CTyWiVYZqXOmRgocWIVNdsZXCWHLNWak/xltXSP","amXePwUYTBAeGYcFRpfTlTQSNoHRUaJBepJLqPS","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318033"
"cePBzaDUqItDAaSePzczWavIdLIKTnHZYe/bTQD","RcivM/S/KLUIlHoaTHUbTRMXdYZlRAePue+QxTG","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318044"
"VOQjUghecqdlXCFK/TRQPaVzXqnAIfezOuoJJzY","YzHuHzX/PTCPzOxHaWQBWUw/UQYMaTRTZOrBeWt","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318057"
"RhBoUGD+PLUoLZziQYDPsJDW/UVZmuGzQYmLSrV","fpIJKqT+YXjDCnH++BYXZXBlsmMWJYMSWKlPNGu","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318065"
"QCpezZsGZZEQdISBHB+AHrXSRwfAYnGljRQDbZR","ByjBzjUBRReVWPMUkrVxdMRvvRZf/GYgyCA+UsU","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318089"
"xJEhYoiRYbLvUQWlXaXXyGdEkEZRVfxfYrATong","HTCu/SMxsPHsIDHDAogNRBQduQRFWDSziVQKFTs","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318096"
"PDIRSAtUSNrSbZkMHwErSJUUHxwjUZSFDazP+IO","IqLfUWOtVjoNAGctnTljGseameGQQeLwscXbron","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318099"
"KDqVWkJoWKhYZQjxfCoY/WUoMGRYRYvCMkylq+R","exgfkuW+SRYamVNoOIyLDvPVgTTEZdvtFQO+WUA","01","Turnusablesung",2020-09-01T00:00:00,"J09A5405","00000000000002318103"
"FvhTQZdrXnjUZJMNVrmZDZTDfibYqTrkm/WHomR","BSRibNCthxfAXdbNsBorTuATZj/QWXUY/TrcKwX","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003946936"
"URbwZQcSvSfaUeZOSR/uzNoRGdpsrxUaUkLuGEn","BSRibNCthxfAXdbNsBorTuATZj/QWXUY/TrcKwX","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003946937"
"eWbzqfUSTTTnuPVlZtcCXqh+UrSQtbRZUQREYij","'+nAEUyKzgJQooRiYGCThXXdGpuVWgunnm/lYpNd","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003946982"
"WvmYP+NQyfdP/riWFXQxsuR/IWfWatbeqfVwBrc","'+nAEUyKzgJQooRiYGCThXXdGpuVWgunnm/lYpNd","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003946983"
"xQVcRCqtQXSnPUxKmKXXd/ZiXFzgupMQiTpUPnl","ybzoVsCmxGeogjcYW+hSJSoPtQwyOMBoXPRSoVT","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003946989"
"uVNWJOcKWfShUMQrPO/SlCRNbUSTQnwWlSRxWiT","kHCuXSoutbUWRQxdHleBskgzz/EYwZiz+BFwiUK","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003947012"
"IS/WnFYeKMXm/HspjXyUYINQPPwfOQ+syXZEvlM","QBtkSUMkIDtAGIxxWkTUxBDAKSB+KByUGWskBVW","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003947067"
"BsRzGLjZU+zufZgzcoDXFDLoOsnUTwgTMthERSr","QBtkSUMkIDtAGIxxWkTUxBDAKSB+KByUGWskBVW","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003947068"
"oKPGDRgfTSYZhCRW/pKOWVpevObUFywdUIdXwRU","zidsiWWKHxVvzwWKKQkD+EDJXGQRnFJLEEhwKHh","01","Turnusablesung",2021-09-01T00:00:00,"J09A1701","00000000000003947163"
"CWyVUHLXPYprOjwAeASMNoI+uoiKDndDvfLiQlN","zjSWVHuShWSmjQKPQwLHXmIQdEXTQUSZUuASbH+","01","Turnusablesung",2021-09-08T00:00:00,"J09A1704","00000000000003945147"
"kwQVKtrYAFawQzJKVmUngcKjQjmUBNlweXwWYwE","tZJzsTfLJHIWxvOsZRrhvnVnIPZRrMKHuvOzmys","01","Turnusablesung",2021-09-01T00:00:00,"J09A1703","00000000000003950898"
"nkaSQQTXeLkhkSMJgZXSocJBYFufRvYaaSDbZkV","WWdOZbKctOVYfTZBojEYzbkjgblCRL/goUbcilt","01","Turnusablesung",2021-09-01T00:00:00,"J09A1703","00000000000003950936"
"YAvRxVZPnrq/HthAxVgQmYlSUsXzIBPVUJPWRly","VZFhXWTEVWYbYqFPKjbPxHqnYztHLWnsAALZYif","01","Turnusablesung",2021-09-01T00:00:00,"J09A1703","00000000000003950965"
"GYoMosEjTInpynUQUnDBNXertrkm/YiiUJTjPId","GPBCAhNTYdYUnMWIYJrRURUiIHASJzSwu/QEryD","01","Turnusablesung",2022-02-28T00:00:00,"J09A5011","00000000000004858002"
"nRuPUpCTDDBrLpnRCLiJUXTaGrIGTzzrKq+CVjB","GPBCAhNTYdYUnMWIYJrRURUiIHASJzSwu/QEryD","01","Turnusablesung",2022-02-28T00:00:00,"J09A5011","00000000000004858003"
"oDHPkF+YomLsQPlGMvRyBVxFVGrZOyXPcxSAhXS","GPBCAhNTYdYUnMWIYJrRURUiIHASJzSwu/QEryD","01","Turnusablesung",2022-02-28T00:00:00,"J09A5011","00000000000004858004"
"/S/TpmhQqi/ohZxCSLLPaRuRAPSWUfjnpfExLhX","bE+WKUV/TcTmBZozSXrRTnuAKZVyRGzSgQdYZQT","01","Turnusablesung",2021-09-01T00:00:00,"J09A1702","00000000000003948543"
"NoBYRUAWrKQQZebRmVeGPCvFoTmVWykTbBdQwLI","bE+WKUV/TcTmBZozSXrRTnuAKZVyRGzSgQdYZQT","01","Turnusablesung",2021-09-01T00:00:00,"J09A1702","00000000000003948544"
"HcWnuUcjNZAivaCYKRZWTXYfLISzSTW/WWLPoYV","C+uQ/huSWgCJR+vUuVagRsfNhTqSHOWlTYZZrRp","01","Turnusablesung",2021-09-01T00:00:00,"J09A1704","00000000000003954552"
"CHPTZwYwYKEEJDPiCxKAwpvUeTtxirBwlIhFwHQ","pajyZXUuPZTiKpNwEdDZqAokfxZQQPgrwkrBrRK","01","Turnusablesung",2021-09-01T00:00:00,"J09A1704","00000000000003954564"
"efxrFkQQAWjFkjqLENCYtmUxSgCctkAbqXcguTp","/BW/hoIVahuVlISbkxkuJhLVTSyKZSbzSGKWxfX","01","Turnusablesung",2021-09-01T00:00:00,"J09A1704","00000000000003954612"
"OosIOdhkIubVwAwGtgcKSrjimSiiIBZklYZyUlT","iMXynXWh+zWmWThOdfvxgMnKFvhOfyzuUxJdocB","01","Turnusablesung",2021-09-01T00:00:00,"J09A1704","00000000000003954717"
"bXeYDuTGeZVOZbDRFTYafjUJhtIzSvSLNRR+YKy","bdQJWtYCFlz/lSSaYKydPkvKVjUW+gWXQrYkVwP","01","Turnusablesung",2021-09-01T00:00:00,"J09A1704","00000000000003955026"
"kmTT+oXYreTZNOBgdUANddLsRQlemvWVYFpQpTA","eidXSTX+RqhcXGlUZyhRzazBYTY+QviIZqpBlQZ","01","Turnusablesung",2021-09-01T00:00:00,"J09A5014","00000000000003961950"
"IzetSQQkwvlolfbZzOWSnfWWmEmWsDxbvRJfsvk","YWIfSUpVCYZqEVpDjTmsVMZKYdXwRuotzAmS+gH","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617905"
"Vhp+dDpaxWKsjeVaEwIKcnYPyYHaFZXcFNbhlWJ","mdKGZZbkfAUtwqLMboqjAWKvHZfqvUIYMASWTWB","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617906"
"FFuuLdpuTRQNTDEYpWTUQpJuzqTAZUTesoFZVCz","Tr/dXvf/PgkQdPQGZpJbeCYmYQZFZzqpWCHWoBk","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617907"
"zQXRbQSDNejbIxTCXiOib+jEXrkYuyJuNBDZDRi","uyTaXdAlgfRRRLargBncGx/cVlY/vQKhjklVmvk","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617908"
"NIYOsmOSUVD/lvMgUhcQbLXWfWabWjMX/UsfCFp","qoV+Y+eDbOgeZWqyIDYNZFYSxX+AEiY+JP+rI/m","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617909"
"ASEJmZxTApbNQJiZICSMyTQQAnALUMiQladhFIi","PfsUeQrshUXqzNWM/oiICiJzcjuyXpjbmRXWuQN","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617911"
"W+iMkZCORpKs/prxoZhZwFnQYIaTLhgqbXq/MzQ","eVrQSJFpVaDNTpMnWVreutfHTrfPqPJaguoUVHy","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617917"
"sFbIUNvBqi/UEYsjMoYrTVGgoWGOeKQuyHQslb/","WTTTbxgfbQvhQWtDXTQXmJRGVTZXkLuVSkVOeSM","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617918"
"TxJxUNDjuqzBRSu+An+jVhtY/R/eeVrOnPlOZRp","sBMELdeVEX/jzNtgRWxdOtowVXALhieuiNgv+Mp","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617919"
"LjJLVv/VRAYJTLWtSptlCUXXfRqExsTlRyDCQWZ","VHghUQXQuYOFyqlTaXRzIRqMTpTwVkgzSQwaKgO","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617923"
"bhYoDdyxkDsQaBPXUanWissYyfOXS+KhUfEMzVU","ZXWQUHQbJySo+NXsSkqTXkdRUDOpPzVvzLRyzbj","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617929"
"SEYwNM+NSWiNRZWwVQhwOKdeZ+C/cKxCTmMVQFA","/ujHvQDODwdQSQpTcSwYUbMYWIhWkPdRncodWXE","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617930"
"ynqjCFbkyZTllOrXSPWviNEBTfUVjbXLgxKTont","ss/HjxWhbZMUXKXXfAswOaXu+iaammXmQKwslZQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617931"
"Yuc+EzBDVg/XxtTUUmcvwqVSlCLUuUnPxQpZIVZ","hHzxVvRMi+UdQYfSTMBTbrZtTY+PLe+hmVTLvLQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617932"
"WbIQ/WdQVSTUXSIiRXCtTjfVYiUIePmYexYBrfd","YEqQwVl+VQMlAVuvYMcUCrCfSQ+jEpVuYTTgWQf","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617933"
"/MDGfUfNFiJTQYXnpRvQvvGaYdNtDkSIbDGnDsR","lfuZNtjbqo+RrubVPnXv+sXNvmAnUYZbSsUpZYr","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617934"
"o/kARcHIIEUTTdNYJEFKPnFUPOQtTpHfBYZlNXs","KFnQKtwBWYDUDiimhS+gduyGaVy/HDh/odURJgJ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617936"
"SuYSOMWIBQtHkxRpoNykmPQoTbuElUDFkp+UVfs","qzJaUmT+ITXtTBePyZJQgqFlchWVtXYOppjTEPQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617937"
"xjCXJNnLFwEValSyerpXSkOAYKMaeDK/ksUqnTP","CRQbKQUUVNHLRSCVQbvFiNWZORiWTXqHVNVsNLW","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617940"
"Ap+xhSErNXRAmmrWKXbctkOHWU+xbRXhSDMlYUJ","XAlgzvXONUabOcUQrEtUVlUgkTcZSkZheiVQVfV","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617942"
"QVjoFKVyixTQRnS++tGSw/+UcxdQhSTYWwHgHpF","utuUJskZSROfRSKQnVSKRiSKiqaQRUbMVzrqRVZ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617943"
"JmWcrWgWYVKxTTMvybUVvXcCvyWBFTrQGTmUKZc","UHTzMBKZYNH+WbElMAIFqWsXvJNwXWJUj/ZFIZq","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617944"
"DKOktQuwmqly+CmG/VYgmQPZCHVYKNxUVvbruzR","yeTqY+ecd+PJHYktVPDNVnhcTUqYTUjXrTocUcV","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617948"
"hgXtWulTSdu+VaaJPCYzKM+TYyNpPgedYCBxiCR","TmfURtTVRjtyiMsJ/jjYbodb/DFVQdHyPSYkQMH","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617952"
"O/rYaRLHwYVtgxlpKkPlmXfrzPpWeWRcUAgXioS","aBAQSALKOtvPYWqVbUWjsMTGVaWvMSxRREnXJpm","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617953"
"eGTrhzGFsQjsFe+KZSPqmQDSYtDO/X/cSmWPdqn","aBAQSALKOtvPYWqVbUWjsMTGVaWvMSxRREnXJpm","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617954"
"RLRZJNVZSyWqhy/cvB/LNVxqWXZWUoIDkQYknFu","JjQcQWWHSrbQAugVscdnXsmTLQxCBqIE+o+WVCR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617956"
"XYSTkyHZvHJdwadbyAenWWp//AGYDTQH/VHZgUO","WCURjzvmDgCESKmQWgVGTAOxtRzBMtkpWBTBZwW","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617959"
"zgrHPYjGRQQkqyN/YkYBXImgnrHVuZPB/uQYMNE","pSlQjQwUtQacecTdLTiiupTCSqXNZitWRiabUCU","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617960"
"VloWRIUZK+pJcSrzUXVJPiGKsppEDQLIanLtRBB","CwZ/jZRrOJtsaMmZswzzFYZFNZwYu/MWfxyodrH","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617963"
"PRUbISgmSytLSI+vZBYTyIesSCqITH+RxWhRoVT","yHfBcyiZYtsqHRHVLTtM+neeSAXkTnZkvXKSvmj","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617965"
"vKzUTyekglMiMJ+QagXxXUQVZGKbUcaZslpjdPu","DUaufxtVRXnYSNxRMDq+vfgGbYAV/JeVxXuQ+NS","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617969"
"lluMZfaTOdTYPLQJhRsATENYAqDpyzYGAScR/UR","DUaufxtVRXnYSNxRMDq+vfgGbYAV/JeVxXuQ+NS","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617970"
"bWQUvYcTtQugcRwbSYQJUcPBRyvUYEMQWASXYqL","'+MdkyWZKEHGdaUqTNiRrLdbyXIni+hFXCMZTeQk","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617971"
"wYHiUCamHVoW/UZBPOUZDnzpJVhemKXcQMCGSmm","erJZTkGIZKriNMswLEIjTQDSZdrAcpVEDtSmru/","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617974"
"HBYRRtJnnIsaXVZiRGWfRVVJWMCQrVd+ZOqSWtQ","WChwfTnVCiPlQysXKUat/PbfTgSlzXVJmXWsh+B","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617975"
"wYuIDcThZuNYELRZQlthyljWaxcXbQQYHvJIXUX","ufYoDSVDZTA/VnyUzGFTAMYHrLwTyWJT/FBuNTv","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617976"
"IRWQBgRiWCEeQhDyRdFyQkUyCzVbWdTUbSsMEjz","SsYOs/LPBrZz/ekTDduA/DHWoJoV+jgBZRFmnGK","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617977"
"hTIZVztSKCQXneqJPUKEsCnTBXOIYVUaSQQUaSt","kgxSpgCSNBkaCrbAYorCTxZTKuVgQaeSRUeWREJ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617979"
"SVmSEQcsIVeMgRrWlMafSUQqQHKHUoVVBmwCxXU","H+/ZdMvXQznYyzwDyvOYbxbUoUUVBQUnFFYFUTX","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617987"
"RbawWwZBWWfetklSiVqpRSqO/viaUXRTSRNtjcO","kKTkbcAwUfgUComOnJ+jbqmOqWcYZOeVunaOEYa","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617990"
"WvAfYXgpTEAutvpfYZCEDfegdUkwFvSScwpr+Vu","axTIHpZwLJyULOGKjGFidXfXRRVSRLQBtyoHynw","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617993"
"QxbnWUmVUydwRBUcLQpqWYSGmvHCLkJmrYUCNDQ","aqHUREbqpKL+YpxBGCUKEUmXmmRpYyPTQMKYRXi","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005617998"
"st/BCfDCPPpYdiGeD+DgqFFAYsysaIrZbHGRQ+r","rtHSTSVUSDVBNofGRFlE+FOTNVglzVgGWrSSErg","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618005"
"rtRuhphgkvXltaLFdDhu/DSmXiiVewXEBcARRZh","uedWxwSTlLpIjXuvSbhTJLK/lUWmcDQptGTYzcW","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618006"
"mFiRsOhlmCDrWTvfoWbYmejpWLWAeXaJWSlyZld","tQJwhWYtuHZeckRUsRRQTpkzfTlhP/bApGPTRuN","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618007"
"YrIqeuATWZkZQXfGVTYzKRecqVzzNiUaSYcxWHU","SccV/diYKjnUeUsZzRoXIYBFEIEvlVDuJeBuLfo","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618009"
"UfmwppvSlYmBTMMPbc+yZdYUNVwSOynsOdxXV++","WbRYzY/rtmDOwFXRgEp+qg++OwZMRwwVlUSTfTf","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618010"
"gAnKDaKQfRpzQpbBKtZBvdSvUJWO/CGqlzRq+hD","kqQY/ClyKuqTQCqJzmnY+VmuJZklQYcLenRzf/x","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618012"
"XjJLpSlWjrAcHLSJohrUEbLsgXwgFjhJjfZsBqf","kqQY/ClyKuqTQCqJzmnY+VmuJZklQYcLenRzf/x","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618013"
"E+jmQwrPItgrTQrXrXVZIWaRsUZVzsteUAySlXQ","UmxyUqustWmRbYRqW/fNKSWEPEDErYVlYWmUVgu","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618014"
"IXoCoYTScJtXZiYR+ZHTSzQTuw/rMsbdSYLRRv+","kPWZMyWZEVuVLgufnSiFrVMXXYOWVRWJPXPZVXc","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618016"
"RTWcCDOlf/JauTziixxZCWWexmVRUuwdTkqCSDe","lSqzDQfdq+dmJBjfLqQrIkfKtR/MjIYjifpzGRQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618017"
"qRc/gRhYNJYbWZVZRpsWaZxooVtaeESZoOeBiXY","VkbAQVHGulfOUFgBcbsnmYZ+VSWkTJoxXwbTJYC","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618018"
"Z+WUGXtOZcRvPSpZZIPcwgKYkZ+yYTx+zUQjcXB","iI+OfApxUVpWoiTTQCuThrTYungVXOjKbiQVkUY","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618022"
"SIsEdLResHmzYRVeXyjYNUcWtHTvomRQveYiYZ/","fXSAqPxhDPEwDQUbWKBLtTDRrgIJWDIFfYQtvIR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618026"
"AIV+KwkCMRQVTHTdVRbaxVQdXAeVqZDSNSTPAit","kixJzwUCORHmaYaXWpnSECgVEFBXYMDddLBHCrS","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618029"
"uUewnvSbODUVVTgNOeJPY/VTTeDQ/NZIWLjsNRH","roSkVTNUn+OVqosSVQK+gFWuQURWZY/XIDUWQxD","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618031"
"QrETqjqPcIyfUAkWnyTTLNkgXjSdQ/wydjfezmV","UAuaejcQxRXeYegjteOupRTKuChQWlSaRnVSX+Z","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618033"
"DMieCVarFmzwCiQGAwhJUQGtUCoaWmTCsJyQaqZ","RWkYHbKUjmmuVdGHMvxaTOPbBTpuEODiVtvqnIU","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618041"
"BtcLEeZ/ZeGUWWIaAggjnXmDqDRVbppQRYkSSEK","UVSbMWSwJJMWJKrTYdR/Xok+ZuSqmKmyKTkHJDx","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618048"
"HWZYKhADGLVFVCSfgkaXZDYiemSNvxClSmNNTni","HYgZsdLQ+YlGhoricQhhjTYozovLBhFfFkWEeYm","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618049"
"usvSvkMmjYVZUlsQETmicrLqmnSASkcQSQqQJzk","QrVAuAYfSHUilKXSJUqcdwf//JqPXVRkrWnTVMR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618051"
"aRCaXSLQtZFducuRVEKleUQDUtHneZXReNjI+oB","aWUrOTdTtPn+KRjIPENzFWzSkR/FRDpUZCRgFlN","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618053"
"RxOZVaoxWFJUUGvTjKzOqLVRzMrZvNCqRJaJEmw","NBBdiWWXcLvqFHWnWbB/XVNKCVTaYxJLgSiksZy","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618059"
"QjoeJeU+p+nrJYxxYCHdNQYFhEAgomqzOTmYDTz","TQWyERZyl/RZgcKdcQUgTBVwNvgq+KcsMrwYgvF","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618060"
"ayelLnTEVBLYBencNSRnoP/FDjHUjRWKGSuUAwr","SMTiXjDKmZjGVRahkZGsqSyYQycdRwzvwrfpVR/","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618062"
"qXUP+QQmXmNwlSboVGlTKScENLmEZXRGEpwYRqP","W/rTxJ/WMkXZHHQwNiKZZrYBORVUsBWKSdyWXzG","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618063"
"CVHy/G/vmr+gqZensFtoXwBmOsA/aLakJLxOJal","aMWXMMxfrzTYSszZmYUskkVxletGZbiURQEKBsH","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618065"
"GVeREKwSCEYSrAsGYUyzQfUdsCTQtFyrgreDtQe","jpWS/RZogGszQS+DBzNWRctQGLVzY+eCVFegBQL","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618074"
"LbN/OdOTtGGfWgURdMZ/UqOirPVZXXjkWpYMpVh","YQfMWnVC+dWu+QZVluJXLQpDsZwkRreKEq+dRRj","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618080"
"OCWpiaUGPXfOVZZDQQoZbVlVZ+OPjVFQHAVSc+X","WWdOZbKctOVYfTZBojEYzbkjgblCRL/goUbcilt","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618083"
"YzR+CgUAitJHjBqfQ+sIoeRUMnYEoIZyieFFeSD","yaTYSRdbZG+kWgzkVihVB+gpYxUNDnEQRtxfbad","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618088"
"INxH+ERRmtSBe/CLRfCtVYSPsnOlSzuhps/DBXS","yUWMAaoKkFnePtwhufbQSSkMlLipfAptpW/Tmly","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618089"
"Du/OxuWWF+QVwRxIQKCeuXXQhEaGUSbTDUvLwV+","ntZAtD+RqsVUVWDWZArKhSRRldSVxgsJbYHqBVx","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618090"
"BSHMoXV+UTSVvCATXzTbXmySKvMKvrjHXIAvFNL","iKPzR+vZgMUgXfQ/f/Lrh/CKSOWeNdVXItYDCey","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618091"
"izSEKTnXGUgYRYTCSaPUCDmMWGRqsUtKruHp/YO","iWJmVUcdEVTRHgPAKvJlQZ+ErwTPWMIjtxeRmZE","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618092"
"IoYLcDyzeDfonqyzurhVhxjRMPVnRUXUOQDueCO","YXHGIWehLpRzJXBwTdtGOYRidvRdIRQMOFNCbMh","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618094"
"d+kBOVWBUvibcuXbQwuHwUBUFaXIcyrWtbl/mvM","YhUYRdSQKQ+vuFNZgvBtfIZZTqS/cGXHRINUisI","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618095"
"sgUJmVPhevFG/UKRyuUhZQaUmQSWZlmCG+WRWXq","mRkQKaRMFNkoenqpiBrEcvZOgOvrVeTraCLBVby","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618102"
"TRLSqltTXGStZCywRqGnmQ+W+VQSWnuWRGTiiQD","FLGLnfPhQiJ/gZhUXPpdWCMFWUhURuVCXLnRZWn","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618107"
"XKRVpWVlBrTyPaUVSCNvmEMWzGCxIktyDaRTFyW","RYZZlVRJXqpySqvGZeTsuYKgeXejVMWWvoYXURh","01","Turnusablesung",2022-09-01T00:00:00,"J09A1703","00000000000005618108"
