Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"WMZYBCyWVTDHfjQioRSZMdWlYeT/WlRzZRhYbRy","PJjXTQ+NkwWWRXeczp/hfMzlFQhzzYmbhUReZEV","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423626"
"fEdORPTUNsXQWQYOfsqRKNUQDXTzbA/kzSmyDCt","QLwWKLmJV/IdYFfKcJKTUZTEPVPjRtfYCBtgFYK","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423629"
"yMIvRYFYuktmNHkfvnSWqyUTVNSVhjLNeUbZehV","/NUxxUdVZQvwnjNxUsBFXSBYlUVNdgwrBYAHjkI","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423631"
"DHkflMUfXWsSVeJUkFLGbuWUTSAGeWOQvLKyFAP","/NUxxUdVZQvwnjNxUsBFXSBYlUVNdgwrBYAHjkI","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423632"
"CZZvxxusncXQsCOqRdCMXJRpTmpgEJpLTYvFWAD","ASIRjXVFdoTPUoicqkzyHCbJZqTCx/LIOYOJlhR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423633"
"IYpFFsZCF+XbZdXgDbpWGGpkktiTzKboyaHYLUw","ASIRjXVFdoTPUoicqkzyHCbJZqTCx/LIOYOJlhR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423634"
"SkQzkriZCcJTrKCkKjmAifspwYvWQFiUAVIgGpe","UfGkxZ/WBrAZYuPQUARXEJiHjVWWYUWBVCPPfWm","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423637"
"SLqUQ/sbXK+LjjVjRVwTrTtjMDPzYYjMLUKpRNr","PGGuzDmrXVYHXLsDHJtwqTYcPVfVWUF/ILLRxBo","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423641"
"GspZziYrfPZ/ERrMznSMOFJWAMPEZVmYBLdMRwL","SanZTQFkp+ewnuOhrLbQzORdrhYCkYqMvQQryph","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423644"
"/KXSVJWesRgNuEirZNOZsmLSHBvcUBSZomMpQIC","dEBXKzBQXVnJoPU+/ZUOvPhRRChkTQuw+XFjQUw","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423646"
"yGiQOBJWiPAxkUMmRKqTGuljnvUy+TVEhOXaR/V","hqvRTEwjUOSHXUDWaqoiX+wNwPSdMiJRKYntmFt","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423648"
"vzuYlREKQkCYXgjINeEqfJKuL/bfJYqywVsMjLU","LdSRohTTmVnEeuOXPuYHWwYxJvIuqkTzxISmSXD","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423649"
"JvryVJYwbZYpoC+ZjEWgVGmxFKRszWVqZxQeCbz","p/FVO/WItXrLmgQdbBPRVrVgxZQi/SAQBdESTjx","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423652"
"JpaLxVFnUMiM+lRIUcGzMQrSHMYrDQTpQKUsAsw","JPSzgHToieZxsIKZOTRUvNkqQqnhJOON+fWpRAk","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423653"
"TBL/QOMYlrzVVeUbX/iWjDIteWMWqugPLUSQCfG","XhIkuuRrmkLVRUKV/iA+pfg+GwbMJNKpTTm+RWr","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423655"
"YQtLSKWxADXvL/pzLZZCcnuVZVgS/rIUjubQ/bj","rubhrRoQAfNRDIFt/RdzfH+OVnIsRMRPSARPVvc","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423664"
"QWseePTtdGWZZCOiCjYaYJawYUY/piNoWZDESGv","bkFsVwUNTmHVZAEZTdhkTyOVcPEJUHVpVTJw+kZ","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423665"
"bsUSVziDibURDkdsJGPSdtBvBxnDWiBQKQgtnim","zRhWaKGyW/zSgVLBWgJoBnIKIPJwmnhrKWeUbvj","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423668"
"XXCfRkTBMHhRrUIzQOJdmFfVTwjeezIdSTQPd+Y","ybJHrJgFWaQJImTUGzhamBjArYKTbaQZhpBNxwn","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423670"
"TwnmSsYriFogAFQKXBwmXDzGYpfYoaSiofkiiMA","hMZNXGDbQFz+WVRwrShwnPWpiPLkQZwVCe/TMyg","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423671"
"BWQYM/iybcURYtp+YzfMBXzXXZvVU/bxYQOaXdF","XWwAwduhVrSMQzLQNlcGqSOBRZrgFCeRxAZEw+t","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423674"
"T/NWnSxSFXkkGCvyLgVRzFMRsIZ/XRhIcSnOXLo","Ng/XHWbZTdTyyKOgtInthsFmSTlLiqbgEqQNqiN","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423675"
"OCRKrtQSasjfUMytNlXzGqaHPhbZnZPYEHQ/VoV","P+SxjInRwXYTzXTWKxnZgVRwSQHWSfZXYrXYuKu","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423676"
"TXWcxNBVmO+/odYicBFUPnSvHYtBJSQyfSnbZRo","ZWVmnFoUWUQhZmQnDynHOdxsTMZodYBwyxWGZIU","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423681"
"pQUUPtHYsxoRuArTQcunisWXjlOOlcOLfVvwbTo","HhghYGSWUYmSrPCkusffcNHDDBrhlUMQsdKT+dx","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423683"
"HtZsXyztQZLYyqTYgIQAzZUowWVXBEjZLRZShZV","cQDMXafJurLlbYoaqnRaXykUQZClTTOqMNWVxgq","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423684"
"gtO/FQTPlLxUaXNJ+yYgNzqEEHGTxAAWfBQbq/E","Yglsw/iuFyLMZDgdZhRTJcTkpIUiIyb/kRXPO+V","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423686"
"ScERwVgdVFUzjeFWHRcULaQGXFdFwdJKZR/RvgS","QKplMkIfhULGgPPUKv+aUlTAikXUPHJsKgEZQtR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423688"
"SUYCfXXVRUXLW+tAWkUSezVbIvKLJhKXlZIXpRS","ZhjBZPWBPGYsLnLzCSMJOnGLjTXRQSzSyCXigXS","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423690"
"ZZiLZot//LOOXZjrOSXmASZFZffvgWoaUGqPXaH","LVrYWCpyYRxYmhAnUIUrRgDOqFksRVmYQEsFtj/","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423694"
"IOqkntXomBEZzEm/IbkgSTqsIEbO+VSDQijWVbU","LCLlRgXXPkZSHPbwInUWtoTYSrWUBvJwwHjMVcL","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423695"
"hyBJt/bpRUSXoKVGIxNYckaH/BkcKT/OrlXwUWs","SvJTvGktB+tpEadpWYcaDUtTjPVxJarQ+SXVVkj","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423696"
"iWsRrdPEsTpObALbdvWYSSfucsXcleERmmFoYXc","uav/JfEvhjLQDhWDseIlXPGXtvjKFWSTXNuWEVS","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423699"
"ZDnvZCItAGodUkYOJvZvDNZVbXSzRgZSd+xSDD+","qDSUslWyQQywolcQwaasOOfAUQWoTUaqTzpZaXM","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423702"
"QYtaUDPRmxVsSyVzWxU/nTVEYyvNrZZBcduCDpu","aKhkOgFNaWymmuRqZEtmBckhNBRVUPVtDzVLJVy","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423705"
"VvrgwPFbe/nfVWJXmUWQZvnEYVCNODHyFppItef","IxbrfsNvfWrIYpYGTARTzWRKNmoUEzYqjbdEqxl","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423708"
"GBJCgerSifBAWBxAX+VcCxVWAQQwN/XVXZkDEQA","RFmFRsYCWXKXYlGVUZxgOEZjQnxtog+cLXnUTJQ","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423711"
"kAZrzlPCcCzUfVMW/BmQUWIjGQKbVxOTeqpNmQf","UVaiNEYxDWZ/AZjSJyyZrxOO/FJHlGOHVQ+kgkQ","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423713"
"sbmTYQW/JeezaagSYmvJj/I+Q/rScVAuWUWKdVr","kKouY/BkxuAVJiekEBrjVcbETjN/wHhaVOsvzsd","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423714"
"MYrDczMpSnHWHqV/wPCIEtUeSghhnUD/zPgbUtv","UTcZbvB+tUHAnLL/ToTYmQUilUGksMJGQXTYeYl","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423720"
"ZUiLQW+zrHqFTJXXSkYuqROKYutvnDEuV+wdWHg","XeSQUbT/iLGViw/rEuzdZmXiMHHOqzO/dvJdRWR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423721"
"TTiZpeUskdAnNptTG+DYuiJPiQolDsAz/zIuNYu","bueYIdwXSVJUSBDYYzxRvt+XPUUSXO/KdfSZXMR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423724"
"EwfRceJqEXEhsRQBunOeZHXwSSolndQhqlVHoAV","BLQZBYLhXpiWojDAOAWaQAuRrgdYqGJNNqMBFlb","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423726"
"nBZCAiZzZsXWYmXNVTNNLPQQcDChzgekihS+HTW","NNjsbrilZgkj/uUmsXePUdIZqTVzdEUQAZPzZL+","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423728"
"YIhgJQwqEZBQQSjLSA+RpLWDdTEJzITXQToXWpF","PhtnSSEdmLQSNoUVzTYFyOGXKrwTBUeW+SQyTXX","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423729"
"Zw/NNRQcHzcyYrqossRipRWPDUQkT/TTdyurrTo","JyGRuKZfXZXOxxoGWgWQx+YlUCdoATfMGYeGmfR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423733"
"EfCWyExweoWQUBvmPSOdjPZkCZNEvQPTUYKcgWo","JTsRsYEGPPXXmWXgRmohDY/COVjNzG+VSkDEMQO","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423736"
"QNZWKOXjFPgAuR/EaVmVKNlEFUjRYycYXZQVWfz","UZehYjVJVmghkEgJyWYTVvwUTbcXRjeVWQkqa+V","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423737"
"vojXB/TXqhuAyRUTQsMmFHoXnSQXftRlBUFRMPs","UZehYjVJVmghkEgJyWYTVvwUTbcXRjeVWQkqa+V","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423738"
"iZLUgMTjSsL+VAYVRUPESFrJMLQUPJbSPZLVULd","SPBLfcmWetMWMRZWAkRemN+ORWRWDQWUnsJZWUK","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423739"
"avQrSfITyOSZoZTrcaSZQLHKw/vFTUTNDRBTblU","FzGUNqVZvPm+HgvpUaTBZjqBQovTc/viHX/iQxx","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423740"
"DXWSDgBERCTqQRXTzpSWZwsglZMJgEFtCoaYyZe","vCRVQVjlWjeTriKpRNmQwOWivURHTFhlgvYN+XA","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423741"
"CRViVEqrHrXoJ+BxnqXaiNHTxFtObVCWACMT/CY","VpdTjRwSVQWIky+UBWMgLXFkMRVXFppjh/VfXFX","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423747"
"beFyMYV+QWcFMUcYrXNuZFIQnokTqUqrMQhYXRf","cTWoB+x+EroVWYYqUmniAILVKw+hUrOtrgNKJZR","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423749"
"foYF/iVSmVMYafATQuMLZlmPYwGIIlrgCFjuzAO","LzlhMZidLZVfhJCRlDKapQVFCmqSdz/JLUBZQUV","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423755"
"QMuVWlRLnMZgdWolQaFJaQHzZPlthhyqmWAPXZn","TTDmDPPvId+pzpsBvYqyctaKmjmxQWeMKQXZYWc","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423762"
"dcLsv/+GbdLnETULybQgtYTIVMQKGwsrMVdDXeC","jQpqAgZMZxqYWXusRJAYiyzbzRinmWR+cXERLWi","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423764"
"aTLaTD/lghYwxUsDZFmDYURpTvXqVWYdaVL+ZYL","ixMwCtAJ/ggzgjKLSmXSfcqhAlp+mUaaYqtnrZy","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423765"
"TbRYXXVfv+fF/+T/qayOYvOXWwZHcHwlslVgjhT","LWQn+ZVgoyZ+SHuZIEQZFXUjZXjLUpWRXWjxSSo","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423768"
"'+vRtKZIgjyXVPmRFBfWNnRscMrVULThiHqWvKCj","OZGXmvxvUQttInWaIUZoewUgiHMRTtcnMSPUGQL","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423771"
"lotkZjSOuHrhJsTAsRZlWqHtWp+aRQGB/TSUJPZ","VWgPGuEZgEpEuWloSpTUknWjMMFWRXxscObds+X","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423772"
"tUQYnd+WfuIWhrPjXbutdXnSKkmZAUyvGCnsgHV","VWgPGuEZgEpEuWloSpTUknWjMMFWRXxscObds+X","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423773"
"OTXSjBjWEXRVTwAdBQqE/LNWUUSRR//RGdQxnnJ","gRaQALgZBA/klKgHqWkZQXsMXPcTiaSLmxCJkEJ","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423774"
"REHSXZjwTDXjZTVSDPxUjsqHgSikYmpOsRpDdVT","aVxviHYl/RXXZAKSY/gdXUmpOBMviXZUiXxaHlU","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423778"
"g/+zILSYgVCRSQfncMAsa/Yc/DCoWjZUPKuVmGB","HxoESyZQnuQTPzmeaWVySNeyrYqVhtWFnB+QHU/","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423780"
"UtXZaHeXOdVGHhZQUCHTWAiJRTRoRdybVsGbfUV","vYI+IBzRrsVWHewDVYVkucLRsRUJUTIXzUzuXYU","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423782"
"TIPWdQsFqLRXkWSUWMJETXHYEBYDUhTqwsBXhls","nNSABQRMYlQecPmfHsUcEMGMx+cbSPEzSL+GrQY","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423785"
"EVMuRJBGghFqzQofUClhomlM/O+IcGBtiYvDizq","RtfVCgSqxuyqKYlZpOfwYOYDfMZedUsUbiXQZy+","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423789"
"WvCcxdGqDSfTSQWIb+kXtlcuUQWQWGlQIQuAsg/","hPYikyLiSRWTZRYxVESSYUZYa/MrIGgodpImSJy","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423794"
"WPXRyRSTlbmRmLrFrTnIyTQqmimeIV/KsBEANfb","urzaDNbSaXMVUSx/MDSiRZUP+ttHQVTllYuScGi","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423795"
"NYejYnFZUKXpzkHXlqcnlmXzopnOUvTXVdUTXz/","QHjKSxUJUKAtNuTEH+DVJZXeZpvVyRWLfGTRIZc","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423798"
"FZUD+pTEODS+ByjcUycTIUAVcWWaHcm/CYVxYWS","WeVUpfVggKyYFuStSDsExZtlQzOAGOVU/pocrnD","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423799"
"giJjjvJNwzYoW+yjwnd/wjCtWDVXxZaAhN/SqRx","P/ToMYHTuoJZSUTSbUQHQVZmnijBXwzOfmBSUkE","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423800"
"lWXgNDrBRIQXZWlWZCkAztXMKbQURypyLofaNBs","EVokWFpxqdUfYfxjXXFTDYTxZKYEWTUqSHAcuLp","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423803"
"iZWVwCwMEFJuZTpQABtdNaGKUZbtTppcJZSjf/R","WQZ+PBgGvjUYBeTsTxXfVgibDmiddUjGTEbXZra","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423806"
"KWAiSKZIRCkgQVQWNisVDQYXDzwiqPyfWWkUMXD","FUCsjcOIZOb/YTxvDOTUBEkiQTVTjTwAWbpKlRd","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423808"
"XlNWxwFYCiVI/GbyDaLdyXybamimeuClcDWDkXg","OMKWZBleFjUTJZLgMCUcSKmYTnXHqYSmkpXjxQV","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423809"
"CVpUJPcbIJpayAoGYTiRQXlRtiB+/XKqxWZzAln","VEjXTjXoMfXGYAtJRxYSWUeek/tcScbYclbSUjZ","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423810"
"'+ZweSQPpjSjRygqYDVXULpYHOWkmiIopntbEYdz","VEjXTjXoMfXGYAtJRxYSWUeek/tcScbYclbSUjZ","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423811"
"SZWCQzKzJVwXZCYXmcjxCSNOBeZMdvvgduxlRIq","HoIkutcVSQJiSZgMdTUqQlgSaHRDXOTePZUHbrm","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423818"
"QYnsjb/kYZShI++TYUzWqQDNTuqyuOsrLTXCpZV","CZOkuRYTtAQlfkLOpxlQBKBCklBAUNURTpLOXB+","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423819"
"ORSWrzBCF/TXHltbnVNBsXVVtSZEPLpElTyZCLs","CZOkuRYTtAQlfkLOpxlQBKBCklBAUNURTpLOXB+","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423820"
"GSmQVipnLMSGFpZWiVVkXLMXRYWYdQEWxUYlyRu","MGSKULwDRtcRQAExWdezaEQ+gZHdWVKQjQtlFXY","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423824"
"TSYlGIAHSKJciSwPqoZSliBdvc+GYWYqTqRPviV","XkU+oUUSXr/BbNgiyWoeoPgFLUFZXeftgjdUAdS","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423826"
"zulTqDZUSWTxlBMdoVgCLtLducPRVQNZVtlQmTf","jUwJbjzHkPtlXSSvPTlfVcYNQ+zWELXgUdBxdd/","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423828"
"/FHpctPoVYmZcNyDgcbioFrFfXMyPJsXAdQYWVt","cVlZ/FAKy/OJxulLZKxZZeiMGUPpzOmQGWtnYqE","01","Turnusablesung",2024-09-16T00:00:00,"J09C4011","00000000000009423831"
"LuaLwYVTXdiSXLUYAXXgOHpJFpFSWHJxDTGeMCr","gMDbNXjwLnQXbzTSqVbzcETNScbZGYmGcKxbMTG","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672258"
"soWhQNSQQjA/hHXrXLWEFSniblUkWtVZJtRWvTB","svUruLsWLWAImuWYRTHXGaYdvXGKgLGNSyXNqHu","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672260"
"Wp/grgZaxSnOjYUZVQg/YCuufSvq+IXtdHqnoaR","tZUqrDYixIQaEQcsTTIUyJShKAdWeHJswVLEQVs","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672263"
"BZqDwzYbDgTeZOAIUSEKuRsSQKxQTYyAPLVMVEa","GZLjjeQbQmbrUEYGT+FgfVkAeXTjWJBqkRnVAXG","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672288"
"ZH/dUkGqgQTYoXI/lSeXikudxHmevQJPuWWV/F/","BZqRarVgjTSljmrKPVqaROAzRujMSXmW+TDQYdk","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672330"
"QoNSYVXekR/WkOZbOXprsbjynNxCrpqgQBlZTWJ","ReXHehgfBEqnUXry+tZXgVrmlXZu/YRTMTdNNIA","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672352"
"RjhwfzMhspTHjWuxIpWjfYUfSrpCAXhAGBwVhUJ","DEwamDINClOnaTwPVuHfKOuNiIwZilnNgEBge+z","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672384"
"jjvAsuoiXprdUIwMU+BWrUX/ZtWW/iUzcNmbXSV","oRSPZFSQGWSLhmyeevjUOEkYQDVdiDkkceYVNTM","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672395"
"ZUqhv/juLsYIyLTJLlisJSaUPuyXDxQWogLmIOk","/ZksQRrWVxxvuOsjsDIxJMBDvVUUxsK+IhkNXd/","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672455"
"VupoeDIWXBLxTWERUFQhkRjLaEsh+ZZPTURP/+d","xyUWnobQrTkXMG+QVaPOYuOUSXR/TehoTDCkwRW","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672469"
"PVYNoxZUXSdCyTmXUzt+URrYVdXdSzRObNFCBmv","/UYTQRlglSupAlQUytUVYhKnGQBpXNmjBZSukYA","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672481"
"YZoFUUBQWYIVpYaKx/XcZFwMzuRkSMoBkPWToET","oXEETTcQZixqYfCOSWBF+IVbXqaRhLLEyIRZXOW","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672565"
"SRStqShpRcGVltsBGWIlhtlKNbEVNdTroRGIaAm","roHFiTTfQpcEQuOhvfQQJDoFVtRLscEFVyGIkxw","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672593"
"rlisfNmPRfqjSt/oYMYnmYpQFycvkLLftLAkbQC","JfHTW/NpPgcjfoRJYURk/iYV+ckOuEnFYGRuU+w","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672620"
"poGYScOVrxRUfYKQUbMxsUWGDTZrCpXoYL+ow/E","URXUICJKXYPBfyEQltGrEWVDCbFRUfHMjbRnWVj","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672647"
"UenqVBQXMYLRTUSaYkDUbXZRtXcXzuEwTeplVkn","OIqTlFNZHYxwbYHJKecHRGFt/sQalQCdMRbUeyY","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672648"
"MKbgQGoFSTfuZhuaiRUQnDY+ZLWfSoWACgOWNMs","ZqtJjFwbVRWRUjCzQQjeGrSyBdTYFbsh/tWjXcx","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672679"
"GWMUdpxXVvITLeKZQQAZdj+NUoXTTUcEtlUFSNh","ZNhqpDXossRQWRMntRIuSRJYraXhAJDULICsnSW","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672683"
"WTYPlcXFbBXUWlYLwSUGxZBVhlmNYsRDQUPVKuU","QXpTQSTToSQSPMKvZVNgXLpGY+fAb+dDRZWZuDb","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672745"
"XYprrUcW+DPPLVXDMXmXSxGTECayvgGrypkuJpn","TUXNP/ECGaoXrJtBiBQssKLRYEVoYsQneDQgVQW","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672750"
"iJUAPVLhmOiKLSXDkowghYeqdUQjVCdZhbmCTAG","mmAFiVRYYyq+ZXQsqnAzqZHGWpBUeuIkrJDYeUs","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672779"
"xySUGEirqAMLsWvDCadCMtPWZbceySxpIRPpeKn","xNpDFZGBKtXlGjTfLhRHnQqfTsFpQlRLZqKBQnW","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672780"
"qiqSzDqZnbyAVDbEUomBMbYRYzJVLIFPBRXqxAU","CqXmEzwFAQZWyquKpk/yVzaQYGSuWSQNogXjwrC","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672783"
"Bgn/aKZQ+/QAtLuwOmMYhUEgwEgKQjSXeKLCWrd","PQLtZqxNRERuxEXqISYiIWFhsCIUiqWHLrdUaBp","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672799"
"WgVPlq+XTGntihzhTDdrcRquSQAZpUUViQOEShs","xwcnGpuVhKtZudJqvjeYYEhGxwxXZnCZWKLbkbt","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672924"
"RpRWUEkVZDdaAUNRhCUmb/JHqtWjWisorVdRSzh","ZWYosEVIgnITTspvRyg/ySTplTZRy+EbQAYTNzc","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672930"
"BkIdrfz/ZEdQfXvhxPrORfW/Z+LMgqCdiukXsLY","JFS/QZBVAKey/MOezZxSdsybpIuRVMKKZSUlHev","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672942"
"gHoGryigTGoRDUOltZEsMVdOvZvvj+d+CZuXYUd","XSfm/iQRwBCWRQFHrQYLfAUMuOJJKx/gYYiiTnI","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672958"
"jJoQgRXTYNtEPNDIclT+cVsVXZdEkZpEUZLUJkN","IpzvQVYAQLRSNZEzMmwdXwYhKbeCNlrRLPTOTCH","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672963"
"RrzUqioxZgDjAWBjZbTVSmhl/ZQODmFXZOXQETR","Sk+TXKtEVxVELiJiwUjCMymoVCV/IhbIZjVCUQf","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673006"
"ya+kVXjaOfFUPcT/MqdRyZLrWFdDbnHmVaZQuHI","RVk/+OmrdKwYXwUSdXWBrJMUPnGhzSpGuSkYA+S","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673093"
"rFRJLYJwbZQ+h/SlhipxZqOJDUiJSORiZKsGayv","xzm+QVIXIXFseIHFCmXoRQWqzbifF+ZVFwCAQyw","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673101"
"FLyCQePKxQhTWPngnDWSiraSbtWJyLZAOWgYZfp","ulSiqvHZOlWPtD//ZZZXHcT/YWeQzIxWQOo/Fuq","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673123"
